#UNIQUE-ID	TYPES	COMMON-NAME
PWY18C3-5	ALKALOIDS;	&alpha;-tomatine degradation;
PWY-7096	Antibiotic-Resistance;	triclosan resistance;
PWY-5260	METHANOGENESIS; Sulfur-Metabolism;	methanogenesis from methylthiopropanoate;
PWY0-1295	Pyrimidine-Ribonucleosides-Degradation;	pyrimidine ribonucleosides degradation;
PWY-6999	ALKALOIDS;	theophylline degradation;
PWY-6733	Metabolic-Clusters; PLANT-CELL-STRUCTURE;	sporopollenin precursors biosynthesis;
PWY-622	GLYCOGEN-BIOSYN;	starch biosynthesis;
P542-PWY	Choline-Degradation; Super-Pathways;	choline-<i>O</i>-sulfate degradation;
PWY-7209	Pyrimidine-Base-Degradation; Pyrimidine-Ribonucleosides-Degradation; Super-Pathways;	superpathway of pyrimidine ribonucleosides degradation;
PWY-7133	FLAVONOID-DEG;	quercetin glucoside degradation (<i>Allium</i>);
GLYCGREAT-PWY	GLYCINE-DEG; Polyamine-Biosynthesis;	creatine biosynthesis;
PWY-6828	Antibiotic-Resistance;	linezolid resistance;
PWY-7898	Sulfur-Metabolism;	4,4'-disulfanediyldibutanoate degradation;
ALANINE-SYN2-PWY	ALANINE-SYN;	L-alanine biosynthesis II;
PWY-2622	Trehalose-biosynthesis;	trehalose biosynthesis IV;
PWY0-1061	ALANINE-SYN; Super-Pathways;	superpathway of L-alanine biosynthesis;
PWY-7494	Choline-Degradation; Super-Pathways;	choline degradation IV;
PWY0-1021	ALANINE-SYN;	L-alanine biosynthesis III;
PWY-7222	Guanosine-Deoxy-Denovo-Biosynthesis;	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II;
PWY-6993	Nicotine-Degradation;	nicotine degradation II (pyrrolidine pathway);
PWY-7801	Metabolic-Clusters; Protein-Modification;	N-end rule pathway I (prokaryotic);
ALANINE-VALINESYN-PWY	ALANINE-SYN;	L-alanine biosynthesis I;
PWY-5985	Trehalose-biosynthesis;	trehalose biosynthesis VII;
PWY0-1338	Antibiotic-Resistance; Lipopolysaccharide-Biosynthesis;	polymyxin resistance;
PWY-6044	Sulfur-Metabolism;	methanesulfonate degradation;
CITRULBIO-PWY	Citrulline-Biosynthesis;	L-citrulline biosynthesis;
PWY-6168	Flavin-Biosynthesis;	flavin biosynthesis III (fungi);
TRESYN-PWY	Trehalose-biosynthesis;	trehalose biosynthesis I;
COLANSYN-PWY	Carbohydrates-Biosynthesis; Super-Pathways;	colanic acid building blocks biosynthesis;
PWY-5067	GLYCOGEN-BIOSYN;	glycogen biosynthesis II (from UDP-D-Glucose);
CHOLINE-BETAINE-ANA-PWY	Choline-Degradation;	choline degradation I;
PWY-7226	Guanosine-Deoxy-Denovo-Biosynthesis;	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I;
PWY-5782	Carbohydrates-Biosynthesis;	2-keto-L-gulonate biosynthesis;
PWY-5983	Trehalose-biosynthesis;	trehalose biosynthesis VI;
PWY-8044	Carbohydrates-Biosynthesis;	cyclohexane-1-carboxyl-CoA biosynthesis;
PWY-6471	Antibiotic-Resistance; Peptidoglycan-Biosynthesis; Super-Pathways;	peptidoglycan biosynthesis IV (Enterococcus faecium);
POLYAMSYN-PWY	Polyamine-Biosynthesis; Super-Pathways;	superpathway of polyamine biosynthesis I;
PWY-6072	Sulfur-Metabolism; Super-Pathways;	superpathway of dimethylsulfone degradation;
RIBOSYN2-PWY	Flavin-Biosynthesis;	flavin biosynthesis I (bacteria and plants);
PWY-7027	Olefins-Biosynthesis;	hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis;
TREHALOSESYN-PWY	Trehalose-biosynthesis;	trehalose biosynthesis III;
PWY-7167	Choline-Degradation;	choline degradation III;
PWY66-221	Nicotine-Degradation;	nicotine degradation V;
PWY-6829	Metabolic-Clusters; Nucleic-Acid-Processing;	tRNA methylation (yeast);
PWY-2661	Trehalose-biosynthesis;	trehalose biosynthesis V;
PWY-6634	Sulfur-Metabolism;	3-sulfopropanediol degradation;
PWY-5004	Citrulline-Biosynthesis; Super-Pathways;	superpathway of L-citrulline metabolism;
PWY-6167	Flavin-Biosynthesis;	flavin biosynthesis II (archaea);
PWY0-1535	D-Amino-Acid-Degradation;	D-serine degradation;
PWY-7029	Alkenes-Biosynthesis;	terminal olefins biosynthesis II;
PWY-881	Trehalose-biosynthesis;	trehalose biosynthesis II;
CALVIN-PWY	Autotrophic-CO2-Fixation; CARBO-BIOSYNTHESIS; Photosynthesis;	Calvin-Benson-Bassham cycle;
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);
PWY-4985	NON-PROTEIN-AMINO-ACID-SYN;	mimosine biosynthesis;
PWY-6122	AIR-Biosynthesis;	5-aminoimidazole ribonucleotide biosynthesis II;
PWY-6158	Metabolic-Regulators; Polyamine-Biosynthesis;	creatine-phosphate biosynthesis;
PWY-5258	METHANOGENESIS; Sulfur-Metabolism;	methanogenesis from dimethylsulfide;
PWY66-366	Flavin-Biosynthesis;	flavin biosynthesis IV (mammalian);
PWY-6422	D-Amino-Acid-Degradation;	D-arginine degradation;
PWY-7026	Alkenes-Biosynthesis;	terminal olefins biosynthesis I;
PWY-7717	3-OH-4-Methyl-Anthranilate-Biosynthesis;	3-hydroxy-4-methyl-anthranilate biosynthesis I;
PWY-2229	ISOFLAVONOID-SYN; Super-Pathways;	superpathway of pterocarpan biosynthesis (via formononetin);
PWY-7765	3-OH-4-Methyl-Anthranilate-Biosynthesis;	3-hydroxy-4-methyl-anthranilate biosynthesis II;
PWY18C3-24	Metabolic-Clusters; PHENYLPROPANOID-DERIVATIVE-DEG;	methylsalicylate degradation;
P181-PWY	Nicotine-Degradation;	nicotine degradation I (pyridine pathway);
PWY-6121	AIR-Biosynthesis;	5-aminoimidazole ribonucleotide biosynthesis I;
PWY-6654	Pantothenate-Biosynthesis;	phosphopantothenate biosynthesis III (archaebacteria);
PWY0-541	Cyclopropane-fatty-acid-biosyn;	cyclopropane fatty acid (CFA) biosynthesis;
PWY-5195	SESQUITERPENE-LACTONE;	artemisinin and arteannuin B biosynthesis;
PWY-7793	Sulfur-Metabolism;	dimethyl sulfide biosynthesis from methionine;
PWY-7497	SESQUITERPENE-LACTONE;	3&beta;-hydroxysesquiterpene lactone biosynthesis;
GLUCUROCAT-PWY	D-Glucuronate-Degradation; Super-Pathways;	superpathway of &beta;-D-glucuronosides degradation;
OANTIGEN-PWY	Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);
PWY0-1597	Flavin-Biosynthesis;	prenylated FMNH<sub>2</sub> biosynthesis;
PWY-7869	Alkenes-Biosynthesis;	<i>cis</i>-alkene biosynthesis;
PWY-6540	SESQUITERPENE-LACTONE;	costunolide biosynthesis;
PWY0-1241	ADP-Sugar-Biosynthesis;	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis;
PWY-1042	GLYCOLYSIS-VARIANTS;	glycolysis IV (plant cytosol);
PWY-6989	Camphor-Degradation;	(-)-camphor degradation;
PWY-5110	NON-PROTEIN-AMINO-ACID-SYN; PYRROLIDINE-ALKALOIDS;	trigonelline biosynthesis;
PWY-5821	ISOFLAVONOID-SYN;	dalcochinin biosynthesis;
PWY-6277	AIR-Biosynthesis; Super-Pathways;	superpathway of 5-aminoimidazole ribonucleotide biosynthesis;
PWY-3961	Pantothenate-Biosynthesis;	phosphopantothenate biosynthesis II;
PWY-6562	Polyamine-Biosynthesis;	norspermidine biosynthesis;
P601-PWY	Camphor-Degradation;	(+)-camphor degradation;
PWY-6043	Sulfur-Metabolism;	ethanedisulfonate degradation;
PWY-7035	Alkenes-Biosynthesis;	(9<i>Z</i>)-tricosene biosynthesis;
PWY-5101	ISOLEUCINE-SYN;	L-isoleucine biosynthesis II;
PWY-6332	ISOFLAVONOID-SYN;	coumestrol biosynthesis;
PWY66-201	Nicotine-Degradation;	nicotine degradation IV;
PWY-7184	Metabolic-Clusters; Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I;
PANTO-PWY	Pantothenate-Biosynthesis;	phosphopantothenate biosynthesis I;
PWY-5669	PhosphatidylethanolamineBiosynthesis; Phosphatidylserine-Biosynthesis;	phosphatidylserine and phosphatidylethanolamine biosynthesis I;
PWY-4942	Cyclopropane-fatty-acid-biosyn;	sterculate biosynthesis;
PWY-7598	Alpha-Linolenate-Biosynthesis;	&alpha;-linolenate biosynthesis II (cyanobacteria);
PWY-6058	Sulfur-Metabolism;	dimethyl sulfone degradation;
PWY-7247	D-Glucuronate-Degradation;	&beta;-D-glucuronide and D-glucuronate degradation;
PWY-7409	PhosphatidylethanolamineBiosynthesis;	phospholipid remodeling (phosphatidylethanolamine, yeast);
PWY-5108	ISOLEUCINE-SYN;	L-isoleucine biosynthesis V;
P341-PWY	GLYCOLYSIS-VARIANTS;	glycolysis V (Pyrococcus);
PWY-4961	NON-PROTEIN-AMINO-ACID-SYN;	&beta;-pyrazole-1-ylalanine biosynthesis;
PWY-5729	ISOFLAVONOID-SYN;	vestitol and sativan biosynthesis;
PWY-7560	MEP-Pathways;	methylerythritol phosphate pathway II;
PWY-6273	PhosphatidylethanolamineBiosynthesis;	phosphatidylethanolamine biosynthesis III;
PWY-5997	Alpha-Linolenate-Biosynthesis;	&alpha;-linolenate biosynthesis I (plants and red algae);
PWY0-1303	Polyamine-Biosynthesis;	aminopropylcadaverine biosynthesis;
PWY-6593	Sulfur-Metabolism;	sulfoacetate degradation;
PWY-3841	Folate-Transformations;	folate transformations II;
PWY4FS-6	PhosphatidylethanolamineBiosynthesis;	phosphatidylethanolamine biosynthesis II;
PWY-3001	ISOLEUCINE-SYN; Super-Pathways;	superpathway of L-isoleucine biosynthesis I;
PWY-5926	ISOFLAVONOID-SYN; Interconversion;	afrormosin conjugates interconversion;
PWY-7128	Nicotine-Degradation;	nicotine degradation III (VPP pathway);
PWY-6545	Metabolic-Clusters; Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III;
PWY-7501	Phosphatidylserine-Biosynthesis;	phosphatidylserine biosynthesis I;
PWY-6736	Metabolic-Clusters; Sulfur-Metabolism;	sulfur volatiles biosynthesis;
PWY-6501	D-Glucuronate-Degradation;	D-glucuronate degradation II;
PWY-2201	Folate-Transformations;	folate transformations I;
PWY-7506	Phosphatidylserine-Biosynthesis;	phosphatidylserine biosynthesis II;
PWY-5104	ISOLEUCINE-SYN;	L-isoleucine biosynthesis IV;
GLYCOLYSIS	GLYCOLYSIS-VARIANTS;	glycolysis I (from glucose 6-phosphate);
PWY-5021	NON-PROTEIN-AMINO-ACID-SYN;	willardiine and isowillardiine biosynthesis;
PWY-7633	ISOFLAVONOID-SYN;	calycosin 7-<i>O</i>-glucoside biosynthesis;
NONMEVIPP-PWY	MEP-Pathways;	methylerythritol phosphate pathway I;
ARGSPECAT-PWY	Polyamine-Biosynthesis;	spermine biosynthesis;
PWY-2601	Sulfur-Metabolism;	isethionate degradation;
PWY-7161	FLAVONE-SYN;	polymethylated quercetin biosynthesis;
ILEUSYN-PWY	ISOLEUCINE-SYN;	L-isoleucine biosynthesis I (from threonine);
PWY-2055	ISOFLAVONOID-SYN; Super-Pathways;	superpathway of pterocarpan biosynthesis (via daidzein);
PWY-7206	Metabolic-Clusters; Pyrimidine-Deoxyribonucleosides-Deg;	pyrimidine deoxyribonucleotides dephosphorylation;
PWY-862	Glycan-Pathways; POLYSACCHARIDES-DEG;	fructan degradation;
PWY-7465	Sulfur-Metabolism;	3,3'-thiodipropanoate degradation;
PWY-5525	D-Glucuronate-Degradation;	D-glucuronate degradation I;
PWY-7794	Polymer-Degradation;	polyethylene terephthalate degradation;
PWY-7212	FLAVONE-SYN;	baicalein metabolism;
PWY-5103	ISOLEUCINE-SYN;	L-isoleucine biosynthesis III;
PWY-6598	PUFA-Biosynthesis;	sciadonate biosynthesis;
PWY-5484	GLYCOLYSIS-VARIANTS;	glycolysis II (from fructose 6-phosphate);
PWY-1	NON-PROTEIN-AMINO-ACID-SYN;	lathyrine biosynthesis;
PWY-3097	ISOFLAVONOID-SYN; Super-Pathways;	superpathway of isoflavonoids (via naringenin);
PWY0-1182	Trehalose-Degradation;	trehalose degradation II (cytosolic);
PWY-5343	Glycan-Pathways; Oligosaccharides-Biosynthesis;	ajugose biosynthesis II (galactinol-independent);
URSIN-PWY	Polyamine-Biosynthesis; Super-Pathways;	ureide biosynthesis;
SULFATE-CYS-PWY	Sulfur-Metabolism; Super-Pathways;	superpathway of sulfate assimilation and cysteine biosynthesis;
PWY-6341	Polymer-Degradation;	guaiacylglycerol-&beta;-guaiacyl ether degradation;
PWY-7325	FLAVONE-SYN;	salvigenin biosynthesis;
PWY-5290	INDOLE-ALKALOIDS; TERPENOID-ALKALOIDS;	secologanin and strictosidine biosynthesis;
PWY-7590	PUFA-Biosynthesis;	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis;
PWY-2723	Trehalose-Degradation;	trehalose degradation V;
PWY-5061	ISOFLAVONOID-SYN;	6,7,4'-trihydroxyisoflavone biosynthesis;
PWY-7800	Metabolic-Clusters; Protein-Modification;	Ac/N-end rule pathway;
TREDEGLOW-PWY	Trehalose-Degradation;	trehalose degradation I (low osmolarity);
PWY-6807	Glycan-Pathways; Xyloglucan-Degradation;	xyloglucan degradation II (exoglucanase);
BGALACT-PWY	LACTOSE-DEG;	lactose degradation III;
PWY-6050	Sulfur-Metabolism;	dimethyl sulfoxide degradation;
PWY0-1546	Polymer-Degradation;	muropeptide degradation;
PWY-5060	FLAVONE-SYN;	luteolin biosynthesis;
PWY-5467	INDOLE-ALKALOIDS;	gramine biosynthesis;
PWY-7619	PUFA-Biosynthesis;	juniperonate biosynthesis;
PWY-2722	Trehalose-Degradation;	trehalose degradation IV;
PWY-5	NON-PROTEIN-AMINO-ACID-SYN;	canavanine biosynthesis;
PWY-5825	ISOFLAVONOID-SYN;	dalpatein and dalnigrein biosynthesis;
PWY-5942	Lycopene-Biosynthesis; Super-Pathways;	<i>trans</i>-lycopene biosynthesis I;
PWY0-1466	Trehalose-Degradation;	trehalose degradation VI (periplasmic);
PWY-8006	Glycan-Pathways; POLYSACCHARIDES-DEG;	plant arabinogalactan type II degradation;
POLYAMINSYN3-PWY	Polyamine-Biosynthesis; Super-Pathways;	superpathway of polyamine biosynthesis II;
PWY-6321	Sulfur-Metabolism;	homotaurine degradation;
PWY-6694	Oxalate-Degradation;	oxalate degradation I;
PWY-6010	FLAVONE-SYN;	apigenin glycosides biosynthesis;
PWY-6495	INDOLE-ALKALOIDS;	ergotamine biosynthesis;
PWY-7152	PUFA-Biosynthesis;	pinolenate and coniferonate biosynthesis;
PWY-2721	Trehalose-Degradation;	trehalose degradation III;
PWY-7145	ISOFLAVONOID-SYN;	genistin gentiobioside biosynthesis;
PWY-5134	Metabolic-Clusters; Super-Pathways; TERPENOPHENOLICS-SYN;	superpathway of bitter acids biosynthesis;
GALLATE-DEGRADATION-II-PWY	GALLATE-DEG;	gallate degradation I;
PWY-5342	Glycan-Pathways; Oligosaccharides-Biosynthesis;	ajugose biosynthesis I (galactinol-dependent);
LACTOSEUTIL-PWY	LACTOSE-DEG;	lactose degradation II;
SO4ASSIM-PWY	Assimilatory-Sulfate-Reduction; Super-Pathways;	assimilatory sulfate reduction I;
PWY-6057	Dimethylsulfide-Degradation;	dimethyl sulfide degradation III (oxidation);
PWY-6239	FLAVONE-SYN;	luteolin glycosides biosynthesis;
PWY-7532	INDOLE-ALKALOIDS;	acetylaszonalenin biosynthesis;
PWY-7596	PUFA-Biosynthesis; Super-Pathways;	superpathway of stearidonate biosynthesis (cyanobacteria);
PWY-6475	Lycopene-Biosynthesis;	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria);
PWY-6789	Glycan-Pathways; Xylan-Degradation;	(1,3)-&beta;-D-xylan degradation;
PWY-5907	Polyamine-Biosynthesis;	homospermidine biosynthesis;
PWY-6683	Assimilatory-Sulfate-Reduction;	assimilatory sulfate reduction III;
PWY-6697	Oxalate-Degradation;	oxalate degradation IV;
PWY-6047	Dimethylsulfide-Degradation;	dimethyl sulfide degradation I;
PWY-7189	FLAVONE-SYN;	pinocembrin <i>C</i>-glucosylation;
PWY-7268	NAD-Metabolism;	NAD/NADP-NADH/NADPH cytosolic interconversion (yeast);
PWY-5301	INDOLE-ALKALOIDS; TERPENOID-ALKALOIDS;	ajmaline and sarpagine biosynthesis;
PWY-6060	Malonate-Degradation;	malonate degradation II (biotin-dependent);
PWY-7728	PUFA-Biosynthesis;	(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis II (4-desaturase);
PWY-7198	Metabolic-Clusters; Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV;
GALLATE-DEGRADATION-I-PWY	GALLATE-DEG;	gallate degradation II;
PWY-6813	Glycan-Pathways; POLYSACCHARIDES-DEG;	glucuronoarabinoxylan degradation;
SULFMETII-PWY	Assimilatory-Sulfate-Reduction;	assimilatory sulfate reduction II;
PWY-6059	Dimethylsulfide-Degradation;	dimethyl sulfide degradation II (oxidation);
PWY-7298	FLAVONE-SYN;	nevadensin biosynthesis;
PWY-6493	INDOLE-ALKALOIDS;	chanoclavine I aldehyde biosynthesis;
PWY-7595	PUFA-Biosynthesis;	stearidonate biosynthesis (cyanobacteria);
PWY-6444	Benzoate-Biosynthesis;	benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative);
PWY-6769	Glycan-Pathways; Rhamnogalacturonan-Degradation;	rhamnogalacturonan type I degradation I;
PWY-6456	Polyamine-Biosynthesis;	serinol biosynthesis;
PWY-6696	Oxalate-Degradation;	oxalate degradation III;
PWY-5793	FLAVONE-SYN;	maysin biosynthesis;
NADPHOS-DEPHOS-PWY-1	NAD-Metabolism;	NAD phosphorylation and transhydrogenation;
PWY-7520	INDOLE-ALKALOIDS; QUINONE-SYN;	terrequinone A biosynthesis;
PWY-5794	Malonate-Degradation;	malonate degradation I (biotin-independent);
PWY-7726	PUFA-Biosynthesis;	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase);
P3-PWY	GALLATE-DEG;	gallate degradation III (anaerobic);
PWY-6812	Glycan-Pathways; Xyloglucan-Degradation;	xyloglucan degradation III (cellobiohydrolase);
PWY-6024	FLAVONE-SYN;	isovitexin glycosides biosynthesis;
PWY-5292	INDOLE-ALKALOIDS; TERPENOID-ALKALOIDS;	vindoline, vindorosine and vinblastine biosynthesis;
PWY-7583	Arachidonate-Biosynthesis;	arachidonate biosynthesis II (bacteria);
PWY-6766	Benzoate-Biosynthesis;	salicin biosynthesis;
PWY-6041	Sulfoaromatics-Degradation;	4-sulfocatechol degradation;
PWY-7297	Polyamine-Biosynthesis;	octopamine biosynthesis;
DESULFONATION-PWY	Sulfoaromatics-Degradation;	benzenesulfonate degradation;
PWY-7985	Oxalate-Degradation;	oxalate degradation VI;
PWYQT-4476	GLUCOSINOLATE-DEG;	indole glucosinolate activation (herbivore attack);
PWY-7188	FLAVONE-SYN;	eriodictyol <I>C</i>-glucosylation;
PWY-7521	Sulfoaromatics-Degradation;	3-(4-sulfophenyl)butanoate degradation;
PWY-7245	NAD-Metabolism; Super-Pathways;	superpathway NAD/NADP - NADH/NADPH interconversion (yeast);
PWY-5877	INDOLE-ALKALOIDS;	beta-carboline biosynthesis;
PWY-922	Mevalonate-Pathways;	mevalonate pathway I;
PWY-7725	Arachidonate-Biosynthesis;	arachidonate biosynthesis V (8-detaturase, mammals);
CENTBENZCOA-PWY	Benzoyl-CoA-Degradation;	benzoyl-CoA degradation II (anaerobic);
PWY-5165	4-Toluenesulfonate-Degradation;	4-toluenesulfonate degradation II;
TOLSULFDEG-PWY	4-Toluenesulfonate-Degradation;	4-toluenesulfonate degradation I;
PWY-6655	Glycan-Biosynthesis;	xanthan biosynthesis;
PWY-6684	GLUCOSINOLATE-DEG;	aromatic  glucosinolate activation;
PWY-7213	FLAVONE-SYN;	wogonin metabolism;
PWY-7059	INDOLE-ALKALOIDS;	fumigaclavine biosynthesis;
PWY-5353	Arachidonate-Biosynthesis;	arachidonate biosynthesis I (6-desaturase, lower eukaryotes);
PWY-6443	Benzoate-Biosynthesis; Super-Pathways;	benzoate biosynthesis I (CoA-dependent, &beta;-oxidative);
PWY-6566	Glycan-Biosynthesis; Glycosaminoglycans-Biosynthesis;	chondroitin biosynthesis;
PWY-7391	ISOPRENOIDS;	isoprene biosynthesis II (engineered);
ARG+POLYAMINE-SYN	Polyamine-Biosynthesis; Super-Pathways;	superpathway of arginine and polyamine biosynthesis;
PWY-7399	Methylphosphonate-Degradation;	methylphosphonate degradation II;
PWY-6695	Oxalate-Degradation;	oxalate degradation II;
PWY-5267	GLUCOSINOLATE-DEG; Metabolic-Clusters;	glucosinolate activation;
PWY-7444	FLAVONE-SYN;	luteolin triglucuronide biosynthesis;
NADPHOS-DEPHOS-PWY	NAD-Metabolism;	NAD phosphorylation and dephosphorylation;
PWY-1361	Benzoyl-CoA-Degradation;	benzoyl-CoA degradation I (aerobic);
PWY-7524	Mevalonate-Pathways;	mevalonate pathway III (archaea);
PWY-7601	Arachidonate-Biosynthesis;	arachidonate biosynthesis IV (8-detaturase, lower eukaryotes);
P105-PWY	TCA-VARIANTS;	TCA cycle IV (2-oxoglutarate decarboxylase);
PWY-6969	TCA-VARIANTS;	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);
PWY-6557	Glycan-Biosynthesis; Glycosaminoglycans-Biosynthesis; Protein-Glycosylation;	glycosaminoglycan-protein linkage region biosynthesis;
PWY-6913	ISOPRENOIDS;	methylbutenol biosynthesis;
PWYQT-4477	GLUCOSINOLATE-DEG;	indole glucosinolate activation (intact plant cell);
PWY-5119	FLAVONE-SYN;	acacetin biosynthesis;
PWY-7592	Arachidonate-Biosynthesis; Super-Pathways;	arachidonate biosynthesis III (6-desaturase, mammals);
REDCITCYC	TCA-VARIANTS;	TCA cycle VIII (Helicobacter);
PWY-6763	Benzoate-Biosynthesis;	salicortin biosynthesis;
PWY-7635	PHYTOALEXIN-DEG;	kievitone detoxification;
PWY-5913	TCA-VARIANTS;	partial TCA cycle (obligate autotrophs);
PWY-6270	ISOPRENOIDS; Super-Pathways;	isoprene biosynthesis I;
TRYPANOSYN-PWY	Polyamine-Biosynthesis;	trypanothione biosynthesis;
PWY0-1533	Methylphosphonate-Degradation;	methylphosphonate degradation I;
PWY-6698	Oxalate-Degradation;	oxalate degradation V;
PWY-6827	POLYSACCHARIDES-DEG;	gellan degradation;
PWY-6015	FLAVONE-SYN;	vitexin and derivatives biosynthesis;
PWY-5381	NAD-Metabolism;	pyridine nucleotide cycling (plants);
P321-PWY	Benzoyl-CoA-Degradation;	benzoyl-CoA degradation III (anaerobic);
PWY-6174	Mevalonate-Pathways;	mevalonate pathway II (archaea);
PWY66-398	TCA-VARIANTS;	TCA cycle III (animals);
PWY-7159	Chlorophyllide-a-Biosynthesis;	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent);
PWY-5690	TCA-VARIANTS;	TCA cycle II (plants and fungi);
PWY-7647	POLYSACCHARIDES-DEG;	ulvan degradation;
PWY66-426	Hydrogen-Sulfide-Biosynthesis; Metabolic-Clusters;	hydrogen sulfide biosynthesis II (mammalian);
PWY-7422	Macrolides-Biosynthesis;	methymycin, neomethymycin and novamethymycin biosynthesis;
PWY-7254	TCA-VARIANTS;	TCA cycle VII (acetate-producers);
PWY-5531	Chlorophyllide-a-Biosynthesis;	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic);
PWY-7878	Gamma-Butyrolactone-Biosynthesis;	A-factor &gamma;-butyrolactone biosynthesis;
PWY-6446	Benzoate-Biosynthesis; Super-Pathways;	benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative);
PWY-6961	Ascorbate-Degradation;	L-ascorbate degradation II (bacterial, aerobic);
TCA	TCA-VARIANTS;	TCA cycle I (prokaryotic);
PWY-3722	Betaine-Biosynthesis;	glycine betaine biosynthesis II (Gram-positive bacteria);
PWY-5849	Menaquinone-Biosynthesis;	menaquinol-6 biosynthesis;
PWY-6816	POLYSACCHARIDES-DEG;	agarose degradation;
PWY-7269	NAD-Metabolism;	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast);
PWY0-1534	Hydrogen-Sulfide-Biosynthesis;	hydrogen sulfide biosynthesis I;
CHLOROPHYLL-SYN	Chlorophyllide-a-Biosynthesis;	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent);
PWY-7882	Gamma-Butyrolactone-Biosynthesis;	IM-2 type &gamma;-butyrolactones biosynthesis;
PWY-6960	Ascorbate-Degradation;	L-ascorbate degradation III;
PWY-822	Polysaccharides-Biosynthesis;	fructan biosynthesis;
PWY-7756	Iso-bile-Acids-Biosynthesis;	iso-bile acids biosynthesis II;
PWY-6591	Manganese-Oxidation;	manganese oxidation I;
PWY-7456	POLYSACCHARIDES-DEG;	&beta;-(1,4)-mannan degradation;
PWY-6971	Macrolides-Biosynthesis;	oleandomycin biosynthesis;
PWY-7816	Teichoic-Acids-Biosynthesis;	poly(ribitol phosphate) wall teichoic acid biosynthesis II (<i>S. aureus</i>);
PWY-7881	Gamma-Butyrolactone-Biosynthesis;	virginiae butanolide type &gamma;-butyrolactones biosynthesis;
PWY-7131	CMP-Legionaminate-Biosynthesis;	CMP-legionaminate biosynthesis II;
PWY-6959	Ascorbate-Degradation;	L-ascorbate degradation V;
PWY-7819	Teichoic-Acids-Biosynthesis;	poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis;
PWY-1061	PRIMARY-CELL-WALL; Polysaccharides-Biosynthesis;	homogalacturonan biosynthesis;
PWY-7755	Iso-bile-Acids-Biosynthesis;	iso-bile acids biosynthesis I;
PWY-5891	Menaquinone-Biosynthesis;	menaquinol-11 biosynthesis;
PWY1F-353	Betaine-Biosynthesis;	glycine betaine biosynthesis III (plants);
PWY-6815	POLYSACCHARIDES-DEG;	porphyran degradation;
PWY-5083	NAD-Metabolism;	NAD/NADH phosphorylation and dephosphorylation;
HOMOSER-METSYN-PWY	Methionine-De-novo-Biosynthesis;	L-methionine biosynthesis I;
PWY-7815	Teichoic-Acids-Biosynthesis;	poly(ribitol phosphate) wall teichoic acid biosynthesis I (<i>B. subtilis</i>);
PWY0-301	Ascorbate-Degradation;	L-ascorbate degradation I (bacterial, anaerobic);
PWY-7818	Teichoic-Acids-Biosynthesis;	type IV lipoteichoic acid biosynthesis (<i>S. pneumoniae</i>);
PWY-5629	Antibiotic-Biosynthesis;	isopenicillin N biosynthesis;
PWY-6403	Polysaccharides-Biosynthesis;	carrageenan biosynthesis;
PWY-6592	Manganese-Oxidation;	manganese oxidation II;
PWY-6986	POLYSACCHARIDES-DEG;	alginate degradation;
PWY-7106	Macrolides-Biosynthesis;	erythromycin D biosynthesis;
PWY-7467	Teichoic-Acids-Biosynthesis;	2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactosyl-diphospho-<i>ditrans,octacis</i>-undecaprenol biosynthesis;
PWY-6749	CMP-Legionaminate-Biosynthesis;	CMP-legionaminate biosynthesis I;
PWY-6704	Ascorbate-Degradation;	L-ascorbate degradation IV;
PWY-7817	Teichoic-Acids-Biosynthesis;	type I lipoteichoic acid biosynthesis (<i>S. aureus</i>);
PWY-5630	Antibiotic-Biosynthesis;	penicillin K biosynthesis;
