#metacyc_pathway_id	metacyc_pathway_type	metacyc_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ec	gene_num
PWY66-366	Flavin-Biosynthesis;	flavin biosynthesis IV (mammalian);	2	2	2.7.1.26	3
PWY66-366	Flavin-Biosynthesis;	flavin biosynthesis IV (mammalian);	2	2	2.7.7.2	4
PWY-5400	BETALAIN-ALKALOIDS;	amaranthin biosynthesis;	2	2	2.3.1.-	2
PWY-5400	BETALAIN-ALKALOIDS;	amaranthin biosynthesis;	2	2	2.4.1.-	1
ACETATEUTIL-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of acetate utilization and formation;	3	3	2.3.1.8	2
ACETATEUTIL-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of acetate utilization and formation;	3	3	2.7.2.1	4
ACETATEUTIL-PWY	CARBOXYLATES-DEG; Super-Pathways;	superpathway of acetate utilization and formation;	3	3	6.2.1.1	4
PWY-6193	3-Chlorocatechol-Degradation;	3-chlorocatechol degradation II (<i>ortho</i>);	3	2	3.1.1.45	2
PWY-6193	3-Chlorocatechol-Degradation;	3-chlorocatechol degradation II (<i>ortho</i>);	3	2	5.5.1.-	1
GALACTCAT-PWY	SUGAR-ACIDS-DEG;	D-galactonate degradation;	3	1	4.2.1.6	1
PWY-321	EPIDERMAL-STRUCTURE; Lipid-Biosynthesis;	cutin biosynthesis;	5	3	1.1.1.-	1
PWY-321	EPIDERMAL-STRUCTURE; Lipid-Biosynthesis;	cutin biosynthesis;	5	3	1.14.13.-	3
PWY-321	EPIDERMAL-STRUCTURE; Lipid-Biosynthesis;	cutin biosynthesis;	5	3	1.2.1.-	1
PWY-5740	GDP-Sugar-Biosynthesis;	GDP-L-colitose biosynthesis;	1	1	4.2.1.47	2
PWY0-43	SUCC-DEG;	conversion of succinate to propanoate;	3	2	2.8.3.-	4
PWY0-43	SUCC-DEG;	conversion of succinate to propanoate;	3	2	5.4.99.2	4
PWY-5062	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of nicotinate degradation;	16	4	1.17.1.5	3
PWY-5062	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of nicotinate degradation;	16	4	1.17.2.1	2
PWY-5062	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of nicotinate degradation;	16	4	4.1.3.32	1
PWY-5062	AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;	superpathway of nicotinate degradation;	16	4	5.3.3.6	1
PWY-5701	QUINONE-SYN;	shikonin biosynthesis;	2	2	1.14.13.-	3
PWY-5701	QUINONE-SYN;	shikonin biosynthesis;	2	2	2.5.1.-	2
PWY-6438	POLYKETIDE-SYN;	phenylphenalenone biosynthesis;	1	1	2.3.1.-	2
PPGPPMET-PWY	Metabolic-Regulators;	ppGpp biosynthesis;	4	3	2.7.4.6	3
PPGPPMET-PWY	Metabolic-Regulators;	ppGpp biosynthesis;	4	3	2.7.6.5	5
PPGPPMET-PWY	Metabolic-Regulators;	ppGpp biosynthesis;	4	3	3.6.1.40	1
ALANINE-VALINESYN-PWY	ALANINE-SYN;	L-alanine biosynthesis I;	3	2	2.6.1.42	9
ALANINE-VALINESYN-PWY	ALANINE-SYN;	L-alanine biosynthesis I;	3	2	5.1.1.1	2
PWY-6321	Sulfur-Metabolism;	homotaurine degradation;	1	1	2.6.1.-	1
PWY-5491	Phosphorus-Compounds;	diethylphosphate degradation;	2	1	3.1.3.-	1
PWY0-661			1	1	5.4.2.7	2
HSERMETANA-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	L-methionine biosynthesis III;	2	1	2.1.1.13	2
PWY-3341	PROLINE-SYN;	L-proline biosynthesis III;	2	2	1.5.1.2	2
PWY-3341	PROLINE-SYN;	L-proline biosynthesis III;	2	2	2.6.1.13	2
PWY66-162	Ethanol-Degradation;	ethanol degradation IV;	3	2	1.2.1.3	4
PWY66-162	Ethanol-Degradation;	ethanol degradation IV;	3	2	6.2.1.1	4
SAM-PWY	Cofactor-Biosynthesis;	S-adenosyl-L-methionine biosynthesis;	1	1	2.5.1.6	3
ADENOSYLHOMOCYSCAT-PWY	Methionine-Salvage;	L-methionine salvage from L-homocysteine;	2	1	2.1.1.13	2
PWY-6317	GALACTOSE-DEGRADATION;	D-galactose degradation I (Leloir pathway);	5	3	5.1.3.2	3
PWY-6317	GALACTOSE-DEGRADATION;	D-galactose degradation I (Leloir pathway);	5	3	5.1.3.3	4
PWY-6317	GALACTOSE-DEGRADATION;	D-galactose degradation I (Leloir pathway);	5	3	5.4.2.6	2
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	1.1.1.1	4
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	1.1.1.37	4
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	1.1.1.42	3
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	2.3.1.8	2
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	2.7.1.40	4
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	2.7.2.1	4
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	4.1.1.31	1
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	4.2.1.2	3
FERMENTATION-PWY	Fermentation-to-Acids; Pyruvate-Ethanol-Fermentation;	mixed acid fermentation;	14	9	4.2.1.3	7
PWY-6562	Polyamine-Biosynthesis;	norspermidine biosynthesis;	5	4	1.2.1.11	4
PWY-6562	Polyamine-Biosynthesis;	norspermidine biosynthesis;	5	4	1.5.1.-	1
PWY-6562	Polyamine-Biosynthesis;	norspermidine biosynthesis;	5	4	2.6.1.76	2
PWY-6562	Polyamine-Biosynthesis;	norspermidine biosynthesis;	5	4	2.7.2.4	4
PWY-5139	ANTHOCYANIN-SYN;	pelargonidin conjugates biosynthesis;	4	2	2.3.1.-	2
PWY-5139	ANTHOCYANIN-SYN;	pelargonidin conjugates biosynthesis;	4	2	2.4.1.-	1
REDCITCYC	TCA-VARIANTS;	TCA cycle VIII (Helicobacter);	8	4	1.1.1.42	3
REDCITCYC	TCA-VARIANTS;	TCA cycle VIII (Helicobacter);	8	4	2.8.3.5	2
REDCITCYC	TCA-VARIANTS;	TCA cycle VIII (Helicobacter);	8	4	4.2.1.2	3
REDCITCYC	TCA-VARIANTS;	TCA cycle VIII (Helicobacter);	8	4	4.2.1.3	7
METSYN-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-homoserine and L-methionine biosynthesis;	8	6	1.1.1.3	1
METSYN-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-homoserine and L-methionine biosynthesis;	8	6	1.2.1.11	4
METSYN-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-homoserine and L-methionine biosynthesis;	8	6	2.1.1.13	2
METSYN-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-homoserine and L-methionine biosynthesis;	8	6	2.3.1.46	1
METSYN-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-homoserine and L-methionine biosynthesis;	8	6	2.5.1.48	2
METSYN-PWY	Methionine-De-novo-Biosynthesis; Super-Pathways;	superpathway of L-homoserine and L-methionine biosynthesis;	8	6	2.7.2.4	4
PWY-6125	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;	7	5	1.1.1.205	4
PWY-6125	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;	7	5	1.17.4.1	3
PWY-6125	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;	7	5	2.7.4.6	3
PWY-6125	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;	7	5	2.7.4.8	4
PWY-6125	Purine-Nucleotide-De-Novo-Biosynthesis; Super-Pathways;	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II;	7	5	6.3.5.2	1
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	1.1.1.35	5
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	1.1.1.37	4
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	1.3.5.1	6
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	2.3.1.16	1
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	2.3.3.9	2
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	4.1.3.1	1
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	4.2.1.17	1
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	4.2.1.2	3
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	4.2.1.3	7
PWY-561	Energy-Metabolism; Super-Pathways;	superpathway of glyoxylate cycle and fatty acid degradation;	13	10	6.2.1.3	9
PWY-5197	Energy-Metabolism;	lactate biosynthesis (archaea);	3	2	1.1.1.-	1
PWY-5197	Energy-Metabolism;	lactate biosynthesis (archaea);	3	2	1.2.1.22	1
PWY-5966	Fatty-acid-biosynthesis;	fatty acid biosynthesis initiation II;	2	1	2.3.1.41	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	1.1.1.37	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	1.1.1.42	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	1.2.1.-	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	1.2.1.12	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	1.3.5.1	6
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	2.3.3.9	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	2.7.1.11	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	2.7.1.40	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	2.7.2.3	7
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	2.7.9.2	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	3.1.3.11	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	4.1.2.13	5
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	4.1.3.1	1
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	4.2.1.11	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	4.2.1.2	3
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	4.2.1.3	7
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	5.3.1.1	4
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	5.3.1.9	2
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism; Super-Pathways;	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass;	22	19	6.2.1.5	3
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	1.2.1.12	1
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	2.7.1.11	2
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	2.7.1.2	2
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	2.7.1.40	4
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	2.7.2.3	7
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	4.1.2.13	5
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	4.2.1.11	2
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	5.3.1.1	4
ANAGLYCOLYSIS-PWY	GLYCOLYSIS-VARIANTS;	glycolysis III (from glucose);	10	9	5.3.1.9	2
PWY-4421	PHENYLPROPANOID-SYN; POLYKETIDE-SYN;	curcumin glucoside biosynthesis;	1	1	2.4.1.-	1
PWY-5335	Sulfide-Oxidation; Super-Pathways;	superpathway of sulfide oxidation (<i>Starkeya novella</i>);	2	1	1.8.2.1	1
P41-PWY	Pyruvate-Acetate-Fermentation; Pyruvate-Lactate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate and (<i>S</i>)-lactate I;	4	4	1.1.1.27	3
P41-PWY	Pyruvate-Acetate-Fermentation; Pyruvate-Lactate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate and (<i>S</i>)-lactate I;	4	4	1.2.1.-	1
P41-PWY	Pyruvate-Acetate-Fermentation; Pyruvate-Lactate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate and (<i>S</i>)-lactate I;	4	4	2.3.1.8	2
P41-PWY	Pyruvate-Acetate-Fermentation; Pyruvate-Lactate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate and (<i>S</i>)-lactate I;	4	4	2.7.2.1	4
PWY-6432	POLYKETIDE-SYN; Super-Pathways;	curcuminoid biosynthesis;	3	2	2.3.1.-	2
PWY-6432	POLYKETIDE-SYN; Super-Pathways;	curcuminoid biosynthesis;	3	2	6.2.1.-	5
PWY-5176	COUMARIN-SYN;	coumarin biosynthesis (via 2-coumarate);	4	1	3.2.1.21	1
MALTOSECAT-PWY	Sugars-And-Polysaccharides-Degradation;	maltose degradation;	2	1	5.4.2.6	2
PWY0-1295	Pyrimidine-Ribonucleosides-Degradation;	pyrimidine ribonucleosides degradation;	3	2	3.5.4.5	2
PWY0-1295	Pyrimidine-Ribonucleosides-Degradation;	pyrimidine ribonucleosides degradation;	3	2	5.4.2.7	2
PWY-6415	Ascorbate-Biosynthesis; Super-Pathways;	L-ascorbate biosynthesis V;	2	1	1.1.1.22	2
PWY-6123	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis I;	6	6	2.1.2.3	3
PWY-6123	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis I;	6	6	3.5.4.10	3
PWY-6123	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis I;	6	6	4.3.2.2	4
PWY-6123	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis I;	6	6	5.4.99.18	3
PWY-6123	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis I;	6	6	6.3.2.6	1
PWY-6123	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis I;	6	6	6.3.4.18	1
PWY-2721	Trehalose-Degradation;	trehalose degradation III;	2	1	5.4.2.6	2
GLYOXDEG-PWY	Glycolate-Degradation;	glycolate and glyoxylate degradation II;	2	1	2.3.3.9	2
PWY-6086	Chloroaromatic-Compounds-Degradation;	4-chloro-2-methylphenoxyacetate degradation;	2	1	1.14.11.-	2
PWY-5377	TRITERPENOID-SYN;	&alpha;-amyrin biosynthesis;	1	1	5.4.99.-	1
PWY-5061	ISOFLAVONOID-SYN;	6,7,4'-trihydroxyisoflavone biosynthesis;	2	2	1.14.13.-	3
PWY-5061	ISOFLAVONOID-SYN;	6,7,4'-trihydroxyisoflavone biosynthesis;	2	2	4.2.1.-	7
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	1.1.1.3	1
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	1.2.1.11	4
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	1.4.3.16	2
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.1.1.13	2
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.3.1.117	2
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.3.1.46	1
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.4.2.19	3
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.5.1.48	2
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.5.1.6	3
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.5.1.72	3
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.6.1.1	6
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.6.1.17	1
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.7.1.39	1
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.7.2.4	4
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	2.7.7.18	5
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	3.5.1.18	3
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	4.1.1.20	5
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	4.2.3.1	3
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	5.1.1.7	2
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	6.3.1.5	4
PWY0-781	Super-Pathways;	aspartate superpathway;	25	21	6.3.5.1	2
PWY-5343	Glycan-Pathways; Oligosaccharides-Biosynthesis;	ajugose biosynthesis II (galactinol-independent);	1	1	2.4.1.-	1
PWY-5180	Super-Pathways; TOLUENE-DEG;	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol);	6	3	1.13.11.2	1
PWY-5180	Super-Pathways; TOLUENE-DEG;	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol);	6	3	1.14.13.-	3
PWY-5180	Super-Pathways; TOLUENE-DEG;	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol);	6	3	3.7.1.-	1
PWY-5855	Ubiquinone-Biosynthesis;	ubiquinol-7 biosynthesis (prokaryotic);	5	3	2.1.1.-	3
PWY-5855	Ubiquinone-Biosynthesis;	ubiquinol-7 biosynthesis (prokaryotic);	5	3	2.1.1.64	3
PWY-5855	Ubiquinone-Biosynthesis;	ubiquinol-7 biosynthesis (prokaryotic);	5	3	4.1.1.-	3
PWY0-1314	Sugars-And-Polysaccharides-Degradation;	fructose degradation;	1	1	2.7.1.56	1
PWY-6548			6	5	1.5.1.3	1
PWY-6548			6	5	2.5.1.15	2
PWY-6548			6	5	2.7.6.3	1
PWY-6548			6	5	3.5.1.-	1
PWY-6548			6	5	6.3.2.12	4
PWY-6303	Auxin-Biosynthesis; Interconversion;	methyl indole-3-acetate interconversion;	2	2	2.1.1.-	3
PWY-6303	Auxin-Biosynthesis; Interconversion;	methyl indole-3-acetate interconversion;	2	2	3.1.1.1	5
PWY-6262	Demethylmenaquinol-8-Biosynthesis;	demethylmenaquinol-8 biosynthesis II;	2	1	2.5.1.-	2
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	2.2.1.9	1
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	2.5.1.-	2
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	3.1.2.-	7
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	4.1.3.36	2
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	4.2.1.113	3
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	4.2.99.20	2
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	5.4.4.2	1
PWY-5861	Demethylmenaquinol-8-Biosynthesis; Super-Pathways;	superpathway of demethylmenaquinol-8 biosynthesis I;	9	8	6.2.1.26	1
PWY-6395	Other-Amino-Acid-Biosynthesis; Seleno-Amino-Acid-Detoxification; Super-Pathways;	superpathway of seleno-compound metabolism;	1	1	2.1.1.-	3
PWY-5806	Polyprenyl-Biosynthesis;	all-<i>trans</i>-decaprenyl diphosphate biosynthesis;	1	1	2.5.1.-	2
PWY-6549	GLUTAMINE-SYN;	L-glutamine biosynthesis III;	8	6	1.1.1.41	2
PWY-6549	GLUTAMINE-SYN;	L-glutamine biosynthesis III;	8	6	1.1.1.42	3
PWY-6549	GLUTAMINE-SYN;	L-glutamine biosynthesis III;	8	6	2.7.9.1	1
PWY-6549	GLUTAMINE-SYN;	L-glutamine biosynthesis III;	8	6	4.1.1.31	1
PWY-6549	GLUTAMINE-SYN;	L-glutamine biosynthesis III;	8	6	4.2.1.3	7
PWY-6549	GLUTAMINE-SYN;	L-glutamine biosynthesis III;	8	6	6.3.1.2	5
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	1.1.1.205	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	1.1.1.23	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	1.17.4.1	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	1.3.5.2	1
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.1.2.-	2
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.1.2.3	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.1.3.2	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.4.2.-	6
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.4.2.10	2
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.4.2.14	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.4.2.17	1
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.6.1.9	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.7.4.14	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.7.4.3	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.7.4.6	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.7.4.8	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	2.7.6.1	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	3.1.3.15	5
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	3.5.2.3	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	3.5.4.10	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	3.5.4.19	1
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	3.6.1.31	2
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	3.6.3.14	2
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	4.1.1.23	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	4.2.1.19	2
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	4.3.2.2	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	5.3.1.16	1
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	5.4.2.7	2
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	5.4.99.18	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	6.3.2.6	1
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	6.3.3.1	4
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	6.3.4.13	2
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	6.3.4.18	1
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	6.3.4.2	3
PRPP-PWY	Super-Pathways;	superpathway of histidine, purine, and pyrimidine biosynthesis;	40	38	6.3.4.4	4
