#Pathway_id	Type	Name	ECs	total_family	total_family_found	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
BRANCHED-CHAIN-AA-SYN-PWY	"Amino-Acid-Biosynthesis; Super-Pathways;"	"superpathway of branched chain amino acid biosynthesis;"	1.1.1.85+1.1.1.86+2.2.1.6+2.3.3.13+2.6.1.42+4.2.1.33+4.2.1.9+4.3.1.19	8	8	36	0.35	2098.19	0.13	37.43	0.03	23.32	0.01	2019.25	0.22	18.19	0.01
PWY-6389	"Acetoin-Biosynthesis;"	"pyruvate fermentation to (<i>S</i>)-acetoin;"	1.1.1.304+2.2.1.6	2	2	12	0.12	826.23	0.05	1.18	0.00	6.84	0.00	814.67	0.09	3.54	0.00
PWY0-1319	"CDP-diacylglycerol-Biosynthesis;"	"CDP-diacylglycerol biosynthesis II;"	1.1.1.94+2.3.1.51+2.7.7.41	4	3	11	0.11	710.41	0.05	51.74	0.04	28.31	0.01	607.76	0.07	22.61	0.01
PWY-6517	"N-Acetylglucosamine-Degradation; Super-Pathways;"	"<i>N</i>-acetylglucosamine degradation II;"	3.5.1.25+3.5.99.6	3	2	6	0.06	492.11	0.03	5.39	0.00	1.35	0.00	484.08	0.05	1.29	0.00
PWY-981	"Salicylate-Biosynthesis;"	"salicylate biosynthesis II;"	3.1.2.-	1	1	7	0.07	295.31	0.02	18.12	0.01	8.59	0.00	263.69	0.03	4.92	0.00
PWY-6216	"3-Chlorobenzoate-Degradation;"	"3-chlorobenzoate degradation II (via protocatechuate);"	1.14.12.-	2	1	2	0.02	244.99	0.02	0.04	0.00	4.16	0.00	239.60	0.03	1.19	0.00
PWY-5036	"GIBBERELLINS-BIOSYNTHESIS;"	"gibberellin biosynthesis II (early C-3 hydroxylation);"	1.14.11.-	1	1	2	0.02	263.05	0.02	0.00	0.00	0.56	0.00	262.12	0.03	0.36	0.00
PWY0-1471	"Uracil-Degradation;"	"uracil degradation III;"	4.2.1.104	2	1	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
PWY-4502	"ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN;"	"wighteone and luteone biosynthesis;"	2.5.1.-	2	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-6409	"Siderophores-Biosynthesis;"	"pyoverdine I biosynthesis;"	2.6.1.76	1	1	2	0.02	250.71	0.02	0.01	0.00	0.52	0.00	249.82	0.03	0.36	0.00
PWY-5675	"Nitrate-Reduction;"	"nitrate reduction V (assimilatory);"	1.4.1.4+1.7.1.4+6.3.1.2	4	3	9	0.09	909.62	0.06	13.47	0.01	5.52	0.00	887.46	0.10	3.17	0.00
CODH-PWY	"Autotrophic-CO2-Fixation;"	"reductive acetyl coenzyme A pathway I (homoacetogenic bacteria);"	1.5.1.5+2.1.1.-+3.5.4.9+6.3.4.3	6	4	42	0.40	3863.25	0.25	401.08	0.31	605.95	0.28	1924.25	0.21	931.97	0.31
MALATE-ASPARTATE-SHUTTLE-PWY	"ASPARTATE-DEG;"	"L-aspartate degradation II;"	1.1.1.37+2.6.1.1	2	2	10	0.10	648.41	0.04	16.17	0.01	24.45	0.01	601.83	0.07	5.97	0.00
PWY-5979	"SECONDARY-METABOLITE-BIOSYNTHESIS;"	"3-amino-5-hydroxybenzoate biosynthesis;"	2.2.1.1	1	1	6	0.06	1915.98	0.12	308.96	0.24	564.15	0.26	189.35	0.02	853.52	0.28
ARGININE-SYN4-PWY	"L-Ornithine-Biosynthesis;"	"L-ornithine biosynthesis II;"	1.4.1.3+2.1.3.3+2.6.1.13+4.3.2.1+6.3.4.5	5	5	28	0.27	2463.75	0.16	165.26	0.13	785.27	0.36	1323.48	0.14	189.75	0.06
PWY-6404	"Cell-Wall-Biosynthesis; Super-Pathways;"	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;"	1.1.1.133+2.3.1.-+2.3.1.157+2.4.1.-+2.5.1.-+2.6.1.16+2.7.6.1+2.7.7.23+2.7.7.24+3.6.1.-+4.2.1.46+5.1.3.13+5.1.3.2+5.3.3.2+5.4.2.10+5.4.99.9	18	16	116	1.12	14544.09	0.93	1310.73	1.02	2364.09	1.10	7334.41	0.80	3534.86	1.16
PWY-1781	"Beta-Alanine-Degradation;"	"&beta;-alanine degradation II;"	2.6.1.18	2	1	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
PWY-5747	"Methyl-Citrate-Cycle;"	"2-methylcitrate cycle II;"	2.3.3.5+4.1.3.30+4.2.1.117+4.2.1.99	5	4	3	0.03	182.75	0.01	0.00	0.00	0.43	0.00	182.23	0.02	0.10	0.00
PWYQT-4472	"GLUCOSINOLATE-SYN;"	"glucosinolate biosynthesis from trihomomethionine;"	1.14.13.-+2.6.1.-+2.8.2.-	4	3	5	0.05	265.33	0.02	10.50	0.01	0.23	0.00	254.12	0.03	0.49	0.00
PWY-5784	"Indole-3-Acetate-Inactivation;"	"indole-3-acetate inactivation VIII;"	2.4.1.-+3.5.1.-	3	2	29	0.28	3533.22	0.23	312.59	0.24	602.98	0.28	1708.93	0.19	908.70	0.30
PWY66-161	"Ethanol-Degradation;"	"ethanol degradation III;"	1.2.1.3+6.2.1.1	2	2	8	0.08	468.53	0.03	0.94	0.00	4.32	0.00	460.36	0.05	2.92	0.00
PWY-4981	"PROLINE-SYN;"	"L-proline biosynthesis II (from arginine);"	1.5.1.2+2.1.3.3+2.6.1.13+3.5.3.6	5	4	9	0.09	529.48	0.03	28.26	0.02	13.30	0.01	484.03	0.05	3.89	0.00
GLYCOL-GLYOXDEG-PWY	"Alcohol-Degradation; Super-Pathways;"	"superpathway of glycol metabolism and degradation;"	1.1.1.60+2.3.3.9+2.7.1.31	6	3	4	0.04	178.67	0.01	7.69	0.01	0.42	0.00	170.06	0.02	0.50	0.00
PWY-6008	"TRITERPENOID-SYN;"	"baruol biosynthesis;"	5.4.99.-	1	1	13	0.13	793.23	0.05	37.67	0.03	22.47	0.01	726.21	0.08	6.88	0.00
PWY-2503	"Benzoate-Degradation;"	"benzoate degradation I (aerobic);"	1.14.12.10+1.3.1.25	2	2	3	0.03	646.97	0.04	0.06	0.00	1.57	0.00	644.12	0.07	1.23	0.00
HISHP-PWY	"HISTIDINE-DEG;"	"L-histidine degradation VI;"	1.14.13.-+3.5.2.7+4.2.1.49+4.3.1.3	4	4	7	0.07	259.68	0.02	8.38	0.01	10.63	0.00	237.50	0.03	3.17	0.00
PWY-5195	"SESQUITERPENE-LACTONE;"	"artemisinin and arteannuin B biosynthesis;"	1.1.1.-+1.14.13.-+1.2.1.-	4	3	26	0.25	3852.85	0.25	323.67	0.25	593.36	0.28	2074.89	0.23	860.94	0.28
PWY-5393	"POLYKETIDE-SYN;"	"raspberry ketone biosynthesis;"	1.3.1.-+2.3.1.-	2	2	35	0.34	3787.32	0.24	347.60	0.27	603.05	0.28	1926.47	0.21	910.20	0.30
PWY-6018	""	""	3.4.11.1	1	1	6	0.06	2071.95	0.13	327.02	0.26	604.13	0.28	247.22	0.03	893.58	0.29
PWY-5057	"VALINE-DEG;"	"L-valine degradation II;"	1.1.1.1+2.6.1.42+4.1.1.1	3	3	14	0.13	764.37	0.05	27.86	0.02	14.94	0.01	709.34	0.08	12.24	0.00
PWY-6297	"Inactivation;"	"tuberonate glucoside biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-5078	"ISOLEUCINE-DEG;"	"L-isoleucine degradation II;"	1.1.1.1+2.6.1.42	3	2	13	0.13	735.26	0.05	27.86	0.02	14.66	0.01	680.58	0.07	12.17	0.00
PWY-5497	"Fermentation; Purine-Degradation;"	"purine nucleobases degradation II (anaerobic);"	1.17.1.4+1.2.1.2+1.5.1.5+2.1.2.1+2.3.1.8+2.7.2.1+3.5.2.-+3.5.4.3+3.5.4.9+4.3.1.17+6.3.4.3	15	11	23	0.22	1390.04	0.09	40.51	0.03	6.92	0.00	1332.55	0.15	10.06	0.00
PWY-5743	"Autotrophic-CO2-Fixation;"	"3-hydroxypropanoate cycle;"	1.3.1.84+4.2.1.116+5.1.99.1+5.4.99.2+6.4.1.2+6.4.1.3	10	6	27	0.26	1884.47	0.12	65.94	0.05	28.10	0.01	1775.67	0.19	14.76	0.00
PWY-4302	"AEROBIC-RESPIRATION; Electron-Transfer;"	"aerobic respiration III (alternative oxidase pathway);"	1.-.-.-+1.3.5.1+1.6.5.3	3	3	63	0.61	7621.20	0.49	710.18	0.55	1223.59	0.57	3920.46	0.43	1766.97	0.58
PWY0-1021	"ALANINE-SYN;"	"L-alanine biosynthesis III;"	2.8.1.7	1	1	9	0.09	774.10	0.05	10.50	0.01	1.79	0.00	760.07	0.08	1.74	0.00
FASYN-INITIAL-PWY	"Fatty-acid-biosynthesis; Super-Pathways;"	"superpathway of fatty acid biosynthesis initiation (E. coli);"	2.3.1.-+2.3.1.180+2.3.1.39+2.3.1.41+6.4.1.2	6	5	44	0.42	3030.62	0.19	61.13	0.05	13.93	0.01	2942.72	0.32	12.85	0.00
PWY-6526	"Limonene-Degradation;"	"limonene degradation III (to perillate);"	1.14.13.-	2	1	3	0.03	165.20	0.01	8.13	0.01	0.10	0.00	156.53	0.02	0.43	0.00
GLUAMCAT-PWY	"N-Acetylglucosamine-Degradation;"	"<i>N</i>-acetylglucosamine degradation I;"	3.5.1.25+3.5.99.6	2	2	6	0.06	492.11	0.03	5.39	0.00	1.35	0.00	484.08	0.05	1.29	0.00
NAGLIPASYN-PWY	"Lipid-Biosynthesis; Lipopolysaccharide-Biosynthesis;"	"lipid IV<sub>A</sub> biosynthesis;"	2.3.1.191+2.4.1.182+2.7.1.130+3.5.1.108	6	4	6	0.06	482.04	0.03	10.08	0.01	8.85	0.00	458.21	0.05	4.90	0.00
PWY-1422	"Quinone-Biosynthesis; Vitamin-Biosynthesis;"	"vitamin E biosynthesis (tocopherols);"	1.13.11.27+2.1.1.-	3	2	38	0.37	3654.44	0.23	376.29	0.29	605.33	0.28	1741.94	0.19	930.88	0.31
PWY-5971	"Palmitate-Biosynthesis;"	"palmitate biosynthesis II (bacteria and plants);"	1.1.1.100+1.3.1.9+2.3.1.41+4.2.1.59	8	4	13	0.13	940.23	0.06	7.66	0.01	25.42	0.01	900.50	0.10	6.65	0.00
12DICHLORETHDEG-PWY	"CHLORINATED-COMPOUNDS-DEG;"	"1,2-dichloroethane degradation;"	1.1.99.-+3.8.1.5	4	2	4	0.04	192.88	0.01	0.57	0.00	4.34	0.00	186.72	0.02	1.25	0.00
P4-PWY	"Amino-Acid-Biosynthesis; Super-Pathways;"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I;"	1.1.1.3+1.2.1.11+2.1.1.13+2.3.1.117+2.3.1.46+2.5.1.48+2.6.1.1+2.6.1.17+2.7.1.39+2.7.2.4+3.5.1.18+4.1.1.20+4.2.3.1+5.1.1.7	18	14	36	0.35	2325.06	0.15	86.00	0.07	61.39	0.03	2138.29	0.23	39.39	0.01
PWY-1061	"PRIMARY-CELL-WALL; Polysaccharides-Biosynthesis;"	"homogalacturonan biosynthesis;"	2.1.1.-	2	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
CYSTSYN-PWY	"CYSTEINE-SYN;"	"L-cysteine biosynthesis I;"	2.3.1.30+2.5.1.47	2	2	4	0.04	149.13	0.01	1.42	0.00	0.11	0.00	147.19	0.02	0.41	0.00
PWY-5183	"Super-Pathways; TOLUENE-DEG;"	"superpathway of aerobic toluene degradation;"	1.13.11.2+1.13.11.3+1.14.12.10+1.14.13.-+1.14.13.2+1.3.1.25+2.3.1.174+2.8.3.6+3.1.1.24+3.7.1.-+4.1.1.44+5.5.1.2	22	12	19	0.18	1184.01	0.08	10.69	0.01	23.64	0.01	1142.88	0.12	6.79	0.00
PWY0-901	"Selenocysteine-Biosynthesis;"	"L-selenocysteine biosynthesis I (bacteria);"	2.7.9.3+2.9.1.1+6.1.1.11	3	3	5	0.05	442.95	0.03	18.50	0.01	0.55	0.00	422.97	0.05	0.94	0.00
PWY-6059	"Dimethylsulfide-Degradation;"	"dimethyl sulfide degradation II (oxidation);"	1.14.13.-	2	1	3	0.03	165.20	0.01	8.13	0.01	0.10	0.00	156.53	0.02	0.43	0.00
FLUORENE-DEG-9-ONE-PWY	"Fluorene-Degradation;"	"fluorene degradation I;"	1.14.-.-	2	1	5	0.05	306.19	0.02	0.37	0.00	4.10	0.00	300.52	0.03	1.20	0.00
PWY-4021	"Betaine-Biosynthesis; MISCELLANEOUS-DEG;"	"&beta;-alanine betaine biosynthesis;"	2.1.1.-	2	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
PWY-5484	"GLYCOLYSIS-VARIANTS;"	"glycolysis II (from fructose 6-phosphate);"	1.2.1.12+2.7.1.11+2.7.1.40+2.7.2.3+2.7.9.2+3.1.3.11+4.1.2.13+4.2.1.11+5.3.1.1	10	9	42	0.40	6093.28	0.39	637.33	0.50	1185.68	0.55	2549.24	0.28	1721.03	0.57
PWY-6001	"Linoleate-Biosynthesis;"	"linoleate biosynthesis II (animals);"	1.14.19.6+6.2.1.3	2	2	10	0.10	713.17	0.05	20.47	0.02	7.45	0.00	683.05	0.07	2.20	0.00
PWY-5674	"ANAEROBIC-RESPIRATION; Nitrate-Reduction;"	"nitrate reduction IV (dissimilatory);"	1.7.2.2	2	1	2	0.02	74.50	0.00	1.55	0.00	0.09	0.00	72.43	0.01	0.43	0.00
PWY-5826	"SECONDARY-METABOLITE-BIOSYNTHESIS;"	"hypoglycin biosynthesis;"	1.-.-.-+2.3.-.-+2.3.2.2+2.6.1.-+4.1.1.-+4.3.1.19	7	6	71	0.68	9505.13	0.61	1052.01	0.82	1808.91	0.84	3985.99	0.43	2658.21	0.88
THRESYN-PWY	"Super-Pathways; THREONINE-BIOSYNTHESIS;"	"superpathway of L-threonine biosynthesis;"	1.1.1.3+1.2.1.11+2.6.1.1+2.7.1.39+2.7.2.4+4.2.3.1	6	6	18	0.17	1263.21	0.08	53.27	0.04	26.13	0.01	1168.35	0.13	15.46	0.01
PWY-5079	"PHENYLALANINE-DEG;"	"L-phenylalanine degradation III;"	1.1.1.1+2.6.1.57	4	2	7	0.07	359.57	0.02	0.20	0.00	8.09	0.00	347.48	0.04	3.81	0.00
PWY-5667	"CDP-diacylglycerol-Biosynthesis;"	"CDP-diacylglycerol biosynthesis I;"	1.1.1.94+2.3.1.51+2.7.7.41	4	3	11	0.11	710.41	0.05	51.74	0.04	28.31	0.01	607.76	0.07	22.61	0.01
GLYCOGENSYNTH-PWY	"GLYCOGEN-BIOSYN;"	"glycogen biosynthesis I (from ADP-D-Glucose);"	2.4.1.18+2.4.1.21+2.7.7.27	3	3	9	0.09	2198.76	0.14	328.05	0.26	642.01	0.30	330.29	0.04	898.42	0.30
PWY-601	"GLUCOSINOLATE-SYN;"	"glucosinolate biosynthesis from tryptophan;"	1.14.13.-+2.8.2.-	3	2	4	0.04	224.61	0.01	8.13	0.01	0.22	0.00	215.80	0.02	0.45	0.00
PWY-6575	"HORMONE-SYN; JH-III-Biosynthesis;"	"juvenile hormone III biosynthesis I;"	1.1.1.-+1.14.14.-+1.2.1.3+2.1.1.-	5	4	54	0.52	4696.92	0.30	380.03	0.30	625.60	0.29	2756.16	0.30	935.13	0.31
PWY-5840	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-7 biosynthesis;"	2.1.1.163+2.2.1.9+2.5.1.30+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	9	21	0.20	2752.29	0.18	360.06	0.28	597.80	0.28	892.77	0.10	901.66	0.30
PWY-6471	"Antibiotic-Resistance; Peptidoglycan-Biosynthesis; Super-Pathways;"	"peptidoglycan biosynthesis IV (Enterococcus faecium);"	2.4.1.129+2.4.1.227+2.5.1.7+2.7.8.13+3.4.16.4+5.1.1.3+6.3.1.-+6.3.2.10+6.3.2.4+6.3.2.8+6.3.2.9	14	11	59	0.57	4038.96	0.26	76.03	0.06	40.91	0.02	3904.63	0.43	17.39	0.01
PWY-5397	"APOCAROTENOID-SYN;"	"crocetin biosynthesis;"	1.14.99.-+2.4.1.-	3	2	18	0.17	2800.17	0.18	319.40	0.25	591.86	0.28	986.68	0.11	902.24	0.30
PWY-5529	"Chlorophyll-a-Biosynthesis; Super-Pathways;"	"superpathway of bacteriochlorophyll <i>a</i> biosynthesis;"	1.14.13.-+1.3.1.75+1.3.3.3+1.3.3.4+2.1.1.11+2.3.1.37+2.5.1.61+4.1.1.37+4.2.1.24+4.2.1.75+6.6.1.1	12	11	24	0.23	1426.91	0.09	11.30	0.01	12.59	0.01	1388.04	0.15	14.97	0.00
PWY-6467	"KDO-Lipid-IV-Transfer; Super-Pathways;"	"Kdo transfer to lipid IV<SUB>A</SUB> III (Chlamydia);"	2.4.99.-+2.4.99.12	5	2	6	0.06	1887.03	0.12	301.31	0.23	584.10	0.27	143.86	0.02	857.76	0.28
PWY0-1348	"ANAEROBIC-RESPIRATION; Electron-Transfer;"	"NADH to dimethyl sulfoxide electron transfer;"	1.6.5.-	2	1	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
GLYCOCAT-PWY	"Glycan-Degradation; Glycogen-Degradation;"	"glycogen degradation I;"	2.4.1.1+2.4.1.25+2.7.1.2+3.2.1.20+5.4.2.2	6	5	13	0.13	589.61	0.04	14.95	0.01	40.52	0.02	526.41	0.06	7.73	0.00
PWY-6292	"CYSTEINE-SYN; Super-Pathways;"	"superpathway of L-cysteine biosynthesis (mammalian);"	2.1.1.-+2.5.1.6+3.3.1.1+4.2.1.22+4.4.1.1	5	5	47	0.45	3864.73	0.25	385.44	0.30	609.26	0.28	1935.46	0.21	934.57	0.31
PWY-5499	"COFACTOR-DEGRADATION;"	"vitamin B<sub>6</sub> degradation;"	1.1.1.107	7	1	1	0.01	52.34	0.00	0.42	0.00	0.34	0.00	50.97	0.01	0.61	0.00
PWY-5026	"Auxin-Biosynthesis;"	"indole-3-acetate biosynthesis V (bacteria and fungi);"	3.5.5.1	1	1	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
PWY-5083	"NAD-Metabolism;"	"NAD/NADH phosphorylation and dephosphorylation;"	1.6.5.3+2.7.1.23+3.1.3.-	5	3	24	0.23	1339.24	0.09	40.97	0.03	8.69	0.00	1286.50	0.14	3.08	0.00
PWY-5327	"LYSINE-DEG; Super-Pathways;"	"superpathway of L-lysine degradation;"	1.1.1.-+1.2.1.31+2.3.1.8+2.3.1.9+2.6.1.-+2.7.2.1+2.8.3.9+3.5.1.-	30	8	46	0.44	2572.45	0.16	47.75	0.04	38.64	0.02	2466.71	0.27	19.34	0.01
PWY0-1353	"AEROBIC-RESPIRATION; Electron-Transfer;"	"succinate to cytochrome <i>bd</i> oxidase electron transfer;"	1.3.5.1	2	1	6	0.06	567.36	0.04	1.99	0.00	8.47	0.00	553.43	0.06	3.48	0.00
VALDEG-PWY	"VALINE-DEG;"	"L-valine degradation I;"	1.1.1.31+1.2.1.27+2.6.1.42+3.1.2.4+4.2.1.17	8	5	28	0.27	1998.84	0.13	39.45	0.03	24.78	0.01	1916.30	0.21	18.30	0.01
PWY-5405	"BETALAIN-ALKALOIDS; Super-Pathways;"	"superpathway of betalain biosynthesis;"	1.10.3.-+1.13.11.-+2.3.1.-+2.4.1.-	9	4	47	0.45	6134.68	0.39	629.29	0.49	1183.90	0.55	2555.85	0.28	1765.64	0.58
PWY-5399	"BETALAIN-ALKALOIDS;"	"betacyanin biosynthesis;"	2.4.1.-	2	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
HISDEG-PWY	"HISTIDINE-DEG;"	"L-histidine degradation I;"	3.5.2.7+4.2.1.49+4.3.1.3	4	3	4	0.04	94.49	0.01	0.25	0.00	10.52	0.00	80.97	0.01	2.75	0.00
PWY-5530	"Sorbitol-Biosynthesis;"	"sorbitol biosynthesis II;"	2.7.1.12	3	1	2	0.02	162.24	0.01	0.35	0.00	0.53	0.00	160.93	0.02	0.43	0.00
PWY-2622	"Trehalose-biosynthesis;"	"trehalose biosynthesis IV;"	5.4.99.16	1	1	2	0.02	115.96	0.01	1.19	0.00	0.06	0.00	114.42	0.01	0.29	0.00
PWY-5307	"ANTHOCYANIN-SYN;"	"gentiodelphin biosynthesis;"	2.3.1.-+2.4.1.-	4	2	34	0.33	3822.68	0.24	316.13	0.25	601.22	0.28	1999.83	0.22	905.50	0.30
PWY-5082	"METHIONINE-DEG;"	"L-methionine degradation III;"	1.1.1.1	1	1	4	0.04	96.92	0.01	0.06	0.00	7.45	0.00	86.14	0.01	3.26	0.00
PWY5F9-3233	"AROMATIC-COMPOUNDS-DEGRADATION;"	"phthalate degradation (aerobic);"	1.14.12.7+1.3.1.-	3	2	12	0.12	2359.58	0.15	321.88	0.25	596.97	0.28	535.39	0.06	905.34	0.30
PWY-6117	"SPERMINE-SPERMIDINE-DEG;"	"spermine and spermidine degradation I;"	2.3.1.57	3	1	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
GLUCONSUPER-PWY	"CARBOXYLATES-DEG;"	"D-gluconate degradation;"	2.7.1.12	1	1	2	0.02	162.24	0.01	0.35	0.00	0.53	0.00	160.93	0.02	0.43	0.00
PWY-2881	"CYTOKININ-BIOSYNTHESIS; Metabolic-Clusters;"	"cytokinins 7-<i>N</i>-glucoside biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-6501	"D-Glucuronate-Degradation;"	"D-glucuronate degradation II;"	1.1.1.-	1	1	12	0.12	840.22	0.05	3.60	0.00	19.99	0.01	812.50	0.09	4.12	0.00
PWY-6151	"S-adenosyl-L-methionine-cycle; Super-Pathways;"	"<i>S</i>-adenosyl-L-methionine cycle I;"	2.1.1.-+2.5.1.6+3.2.2.9	5	3	41	0.39	3704.97	0.24	381.23	0.30	605.32	0.28	1787.44	0.19	930.98	0.31
GALLATE-DEGRADATION-I-PWY	"GALLATE-DEG;"	"gallate degradation II;"	1.13.11.3+4.1.3.17	4	2	5	0.05	130.78	0.01	0.04	0.00	7.24	0.00	121.85	0.01	1.65	0.00
PWY0-1061	"ALANINE-SYN; Super-Pathways;"	"superpathway of L-alanine biosynthesis;"	2.6.1.42+2.8.1.7+5.1.1.1	5	3	20	0.19	1523.74	0.10	39.20	0.03	9.06	0.00	1464.64	0.16	10.83	0.00
PWY-5209	"METHANOGENESIS;"	"methyl-coenzyme M oxidation to CO<sub>2</sub>;"	2.1.1.-+2.3.1.-+3.5.4.-	5	3	65	0.63	5258.88	0.34	412.43	0.32	615.07	0.29	3294.61	0.36	936.76	0.31
PWY-724	"Amino-Acid-Biosynthesis; Super-Pathways;"	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II;"	1.1.1.3+1.2.1.11+2.5.1.-+2.6.1.83+2.7.1.39+2.7.2.4+4.1.1.20+4.2.3.1+5.1.1.7	14	9	48	0.46	4852.33	0.31	402.39	0.31	589.12	0.27	2981.74	0.32	879.08	0.29
PROPIONMET-PWY	"Propionate-Degradation;"	"propanoyl CoA degradation I;"	5.1.99.1+5.4.99.2+6.4.1.3	3	3	8	0.08	569.37	0.04	44.27	0.03	3.73	0.00	514.44	0.06	6.93	0.00
PWY-762	"Phospholipid-Biosynthesis;"	"phospholipid desaturation;"	1.14.99.-	1	1	8	0.08	434.40	0.03	29.01	0.02	0.32	0.00	402.70	0.04	2.36	0.00
PWY-6475	"Lycopene-Biosynthesis;"	"<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria);"	1.14.99.-+2.5.1.32	3	2	10	0.10	538.04	0.03	37.14	0.03	0.38	0.00	497.92	0.05	2.60	0.00
PWY-6120	"TYROSINE-SYN;"	"L-tyrosine biosynthesis III;"	1.3.1.43+5.4.99.5	3	2	7	0.07	339.19	0.02	5.66	0.00	26.73	0.01	301.01	0.03	5.79	0.00
PWY-5695	"Purine-Degradation;"	"inosine 5'-phosphate degradation;"	1.1.1.205+1.17.1.4+2.4.2.1+3.1.3.5	4	4	17	0.16	1121.83	0.07	72.33	0.06	11.50	0.01	1021.62	0.11	16.39	0.01
PWY-5103	"ISOLEUCINE-SYN;"	"L-isoleucine biosynthesis III;"	1.1.1.86+2.2.1.6+2.6.1.42+4.2.1.9	5	4	25	0.24	1608.19	0.10	29.08	0.02	18.33	0.01	1547.33	0.17	13.45	0.00
PWY-5123	"All-Trans-Farnesyl-PP-Biosynthesis;"	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis;"	2.5.1.10+5.3.3.2	3	2	6	0.06	374.46	0.02	22.71	0.02	47.32	0.02	244.38	0.03	60.06	0.02
PWY-5652	"CARBOXYLATES-DEG;"	"2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA;"	1.2.1.32+4.1.1.45	2	2	2	0.02	153.04	0.01	0.33	0.00	0.75	0.00	151.48	0.02	0.47	0.00
PWY-5067	"GLYCOGEN-BIOSYN;"	"glycogen biosynthesis II (from UDP-D-Glucose);"	2.4.1.11+2.4.1.18+2.7.7.9	4	3	9	0.09	504.76	0.03	4.92	0.00	37.97	0.02	455.10	0.05	6.77	0.00
PWY-3481	"Amino-Acid-Biosynthesis; Super-Pathways;"	"superpathway of L-phenylalanine and L-tyrosine biosynthesis;"	1.3.1.-+4.2.1.91+5.4.99.5	4	3	16	0.15	2600.30	0.17	326.74	0.25	600.48	0.28	767.23	0.08	905.84	0.30
ANARESP1-PWY	""	""	1.1.1.37+1.1.1.42+1.2.1.-+2.7.1.40+4.1.1.31+4.2.1.11+4.2.1.2+4.2.1.3	11	8	35	0.34	4318.22	0.28	363.29	0.28	586.98	0.27	2502.56	0.27	865.39	0.29
URDEGR-PWY	"Allantoin-degradation; Super-Pathways;"	"superpathway of allantoin degradation in plants;"	3.5.1.5+4.3.2.3	7	2	5	0.05	807.12	0.05	0.03	0.00	1.67	0.00	804.09	0.09	1.34	0.00
PWY0-1336	"ANAEROBIC-RESPIRATION; Electron-Transfer;"	"NADH to fumarate electron transfer;"	1.6.5.-	2	1	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
PWY-5035	"GIBBERELLINS-BIOSYNTHESIS;"	"gibberellin biosynthesis III (early C-13 hydroxylation);"	1.14.11.-	3	1	2	0.02	263.05	0.02	0.00	0.00	0.56	0.00	262.12	0.03	0.36	0.00
PWY-6129	"Lipid-Biosynthesis;"	"dolichol and dolichyl phosphate biosynthesis;"	2.5.1.-	2	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-4984	"NITROGEN-DEG;"	"urea cycle;"	2.1.3.3+4.3.2.1+6.3.4.5	5	3	23	0.22	2154.72	0.14	157.54	0.12	782.83	0.36	1027.32	0.11	187.04	0.06
PWY-5926	"ISOFLAVONOID-SYN; Interconversion;"	"afrormosin conjugates interconversion;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
