#KO	Name	Definition	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
K02290	cpcG	"phycobilisome rod-core linker protein"	4	0.04	2022.57	0.13	325.55	0.25	585.21	0.27	222.41	0.02	889.40	0.29
K02489	hk1	"two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]"	170	1.63	23325.33	1.49	2302.11	1.80	4254.08	1.98	10529.65	1.15	6239.49	2.06
K12234	cofE, fbiB	"coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]"	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
K06890	K06890	"uncharacterized protein"	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
K01305	iadA	"beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
K01044	CES1	"carboxylesterase 1 [EC:3.1.1.1]"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
K02013	ABC.FEV.A	"iron complex transport system ATP-binding protein [EC:7.2.2.-]"	47	0.45	4134.26	0.26	374.87	0.29	604.87	0.28	2272.60	0.25	881.92	0.29
K11959	urtA	"urea transport system substrate-binding protein"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
K03614	rnfD	"Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
K11076	potG	"putrescine transport system ATP-binding protein"	47	0.45	3442.69	0.22	39.98	0.03	74.63	0.03	3304.30	0.36	23.78	0.01
K17865	croR	"3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
K00318	PRODH, fadM, putB	"proline dehydrogenase [EC:1.5.5.2]"	17	0.16	1415.29	0.09	2.02	0.00	27.14	0.01	1377.93	0.15	8.20	0.00
K00795	ispA	"farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"	2	0.02	200.03	0.01	12.07	0.01	44.07	0.02	86.19	0.01	57.70	0.02
K01919	gshA	"glutamate--cysteine ligase [EC:6.3.2.2]"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K01458	hutG	"N-formylglutamate deformylase [EC:3.5.1.68]"	1	0.01	36.43	0.00	0.62	0.00	0.19	0.00	35.25	0.00	0.37	0.00
K02777	PTS-Glc-EIIA, crr	"PTS system, sugar-specific IIA component [EC:2.7.1.-]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K03579	hrpB	"ATP-dependent helicase HrpB [EC:3.6.4.13]"	8	0.08	546.84	0.03	13.30	0.01	26.18	0.01	501.06	0.05	6.30	0.00
K02812	PTS-Sor-EIIA, sorF	"PTS system, sorbose-specific IIA component [EC:2.7.1.206]"	15	0.14	776.98	0.05	20.38	0.02	4.08	0.00	749.18	0.08	3.34	0.00
K12267	msrAB	"peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]"	14	0.13	2525.16	0.16	325.25	0.25	611.29	0.28	684.30	0.07	904.31	0.30
K03500	rsmB, sun	"16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"	4	0.04	167.31	0.01	2.68	0.00	16.89	0.01	144.01	0.02	3.73	0.00
K02169	bioC	"malonyl-CoA O-methyltransferase [EC:2.1.1.197]"	2	0.02	116.90	0.01	0.30	0.00	16.62	0.01	97.66	0.01	2.32	0.00
K11228	STE11	"mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]"	16	0.15	894.63	0.06	3.27	0.00	1.52	0.00	888.65	0.10	1.20	0.00
K00305	soxG	"sarcosine oxidase, subunit gamma [EC:1.5.3.1]"	2	0.02	220.46	0.01	0.03	0.00	4.01	0.00	215.33	0.02	1.09	0.00
K13599	ntrX	"two-component system, NtrC family, nitrogen regulation response regulator NtrX"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K09761	rsmE	"16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]"	4	0.04	178.26	0.01	0.33	0.00	0.27	0.00	177.47	0.02	0.19	0.00
K12732	ARO10	"phenylpyruvate decarboxylase [EC:4.1.1.-]"	7	0.07	479.67	0.03	0.39	0.00	8.80	0.00	467.91	0.05	2.58	0.00
K01209	abfA	"alpha-L-arabinofuranosidase [EC:3.2.1.55]"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
K07550	bbsB	"benzoylsuccinyl-CoA thiolase BbsB subunit [EC:2.3.1.-]"	17	0.16	642.83	0.04	3.18	0.00	34.88	0.02	594.94	0.06	9.83	0.00
K08045	ADCY5	"adenylate cyclase 5 [EC:4.6.1.1]"	2	0.02	1796.57	0.11	283.16	0.22	587.11	0.27	28.03	0.00	898.26	0.30
K07148	K07148	"uncharacterized protein"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
K10199	ABC.GLC.A	"glucose/arabinose transport system ATP-binding protein"	23	0.22	1297.14	0.08	27.07	0.02	55.06	0.03	1205.18	0.13	9.83	0.00
K11192	PTS-Mur-EIIC, murP	"PTS system, N-acetylmuramic acid-specific IIC component"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K09812	ftsE	"cell division transport system ATP-binding protein"	29	0.28	1389.43	0.09	21.43	0.02	63.85	0.03	1287.02	0.14	17.13	0.01
K00027	ME2, sfcA, maeA	"malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
K00395	aprB	"adenylylsulfate reductase, subunit B [EC:1.8.99.2]"	7	0.07	896.20	0.06	0.03	0.00	1.36	0.00	893.62	0.10	1.18	0.00
K02484	K02484	"two-component system, OmpR family, sensor kinase [EC:2.7.13.3]"	199	1.91	25136.04	1.61	2336.65	1.82	4398.55	2.04	12096.66	1.32	6304.18	2.08
K00769	gpt	"xanthine phosphoribosyltransferase [EC:2.4.2.22]"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
K00566	mnmA, trmU	"tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"	3	0.03	192.21	0.01	2.69	0.00	0.69	0.00	188.26	0.02	0.57	0.00
K09748	rimP	"ribosome maturation factor RimP"	4	0.04	215.49	0.01	10.25	0.01	3.85	0.00	200.28	0.02	1.11	0.00
K02874	RP-L14, MRPL14, rplN	"large subunit ribosomal protein L14"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
K08678	UXS1, uxs	"UDP-glucuronate decarboxylase [EC:4.1.1.35]"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
K06969	rlmI	"23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]"	3	0.03	209.07	0.01	8.19	0.01	0.67	0.00	199.53	0.02	0.68	0.00
K11754	folC	"dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]"	4	0.04	306.76	0.02	0.17	0.00	0.83	0.00	304.95	0.03	0.81	0.00
K10562	rhaT	"rhamnose transport system ATP-binding protein [EC:7.5.2.-]"	23	0.22	3309.86	0.21	329.05	0.26	609.70	0.28	1503.16	0.16	867.95	0.29
K05968		""	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
K01442	E3.5.1.24	"choloylglycine hydrolase [EC:3.5.1.24]"	1	0.01	95.84	0.01	7.52	0.01	1.63	0.00	83.72	0.01	2.97	0.00
K05571	mnhG, mrpG	"multicomponent Na+:H+ antiporter subunit G"	3	0.03	54.22	0.00	0.25	0.00	3.45	0.00	48.27	0.01	2.25	0.00
K09686		""	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
K00066	algD	"GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"	3	0.03	230.89	0.01	0.01	0.00	0.68	0.00	226.72	0.02	3.47	0.00
K01923	purC	"phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]"	2	0.02	50.05	0.00	0.91	0.00	0.08	0.00	47.56	0.01	1.51	0.00
K01776	murI	"glutamate racemase [EC:5.1.1.3]"	33	0.32	2696.87	0.17	23.80	0.02	172.54	0.08	2439.12	0.27	61.41	0.02
K03385	nrfA	"nitrite reductase (cytochrome c-552) [EC:1.7.2.2]"	1	0.01	37.25	0.00	0.78	0.00	0.04	0.00	36.21	0.00	0.22	0.00
K12812	UAP56, BAT1, SUB2	"ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13]"	9	0.09	2340.39	0.15	301.30	0.23	587.86	0.27	550.64	0.06	900.58	0.30
K03466	ftsK, spoIIIE	"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
K01939	purA, ADSS	"adenylosuccinate synthase [EC:6.3.4.4]"	7	0.07	4130.33	0.26	651.14	0.51	1171.54	0.54	525.53	0.06	1782.13	0.59
K06415	spoVR	"stage V sporulation protein R"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
K01659	prpC	"2-methylcitrate synthase [EC:2.3.3.5]"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
K03394	cobI-cbiL	"precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
K00304	soxD	"sarcosine oxidase, subunit delta [EC:1.5.3.1]"	2	0.02	220.46	0.01	0.03	0.00	4.01	0.00	215.33	0.02	1.09	0.00
K00609	pyrB, PYR2	"aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"	31	0.30	2179.56	0.14	197.04	0.15	416.35	0.19	1443.00	0.16	123.18	0.04
K00791	miaA, TRIT1	"tRNA dimethylallyltransferase [EC:2.5.1.75]"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
K08480	kaiA	"circadian clock protein KaiA"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
K11333	bchX	"3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X [EC:1.3.7.14 1.3.7.15]"	1	0.01	72.17	0.00	0.00	0.00	0.02	0.00	72.14	0.01	0.01	0.00
K00387	SUOX	"sulfite oxidase [EC:1.8.3.1]"	6	0.06	535.13	0.03	7.13	0.01	7.07	0.00	513.25	0.06	7.68	0.00
K00773	tgt, QTRT1	"queuine tRNA-ribosyltransferase [EC:2.4.2.29]"	3	0.03	115.69	0.01	2.39	0.00	0.39	0.00	111.48	0.01	1.42	0.00
K05985	rnmV	"ribonuclease M5 [EC:3.1.26.8]"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
K02015	ABC.FEV.P	"iron complex transport system permease protein"	6	0.06	209.35	0.01	9.70	0.01	0.06	0.00	197.90	0.02	1.69	0.00
K11191	PTS-Mur-EIIB, murP	"PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.192]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K00101	lldD	"L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]"	2	0.02	386.89	0.02	0.01	0.00	0.82	0.00	385.39	0.04	0.67	0.00
K00243	K00243	"uncharacterized protein"	2	0.02	119.43	0.01	10.23	0.01	0.06	0.00	108.85	0.01	0.29	0.00
K02433	gatA, QRSL1	"aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]"	7	0.07	820.02	0.05	0.74	0.00	18.66	0.01	795.04	0.09	5.58	0.00
K05356	SPS, sds	"all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
K02804	PTS-Nag-EIIC, nagE	"PTS system, N-acetylglucosamine-specific IIC component"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K01226	treC	"trehalose-6-phosphate hydrolase [EC:3.2.1.93]"	3	0.03	141.37	0.01	1.31	0.00	0.17	0.00	139.49	0.02	0.40	0.00
K09951	cas2	"CRISPR-associated protein Cas2"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
K01236	treZ, glgZ	"maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]"	13	0.13	555.73	0.04	9.33	0.01	36.85	0.02	502.52	0.05	7.03	0.00
K18013	kce	"3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]"	2	0.02	241.29	0.02	0.04	0.00	3.87	0.00	236.22	0.03	1.16	0.00
K14084	mttC	"trimethylamine corrinoid protein"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
K02010	afuC, fbpC	"iron(III) transport system ATP-binding protein [EC:7.2.2.7]"	126	1.21	12296.18	0.79	763.23	0.60	1250.44	0.58	8497.80	0.93	1784.71	0.59
K04763	xerD	"integrase/recombinase XerD"	4	0.04	390.35	0.02	10.56	0.01	0.80	0.00	377.38	0.04	1.62	0.00
K02556	motA	"chemotaxis protein MotA"	2	0.02	69.27	0.00	0.03	0.00	3.61	0.00	64.88	0.01	0.76	0.00
K01130	E3.1.6.1, aslA	"arylsulfatase [EC:3.1.6.1]"	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
K12406	PKLR	"pyruvate kinase isozymes R/L [EC:2.7.1.40]"	4	0.04	243.24	0.02	10.14	0.01	0.11	0.00	232.64	0.03	0.36	0.00
K00800	aroA	"3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"	7	0.07	434.41	0.03	10.79	0.01	43.48	0.02	372.10	0.04	8.05	0.00
K13799	panC-cmk	"pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25]"	4	0.04	215.51	0.01	16.25	0.01	3.54	0.00	194.84	0.02	0.89	0.00
K07588	argK	"LAO/AO transport system kinase [EC:2.7.-.-]"	2	0.02	56.37	0.00	9.79	0.01	4.68	0.00	38.48	0.00	3.41	0.00
K04762	hslR	"ribosome-associated heat shock protein Hsp15"	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
K02337	dnaE	"DNA polymerase III subunit alpha [EC:2.7.7.7]"	19	0.18	1047.17	0.07	46.67	0.04	5.80	0.00	984.97	0.11	9.72	0.00
K04771	degP, htrA	"serine protease Do [EC:3.4.21.107]"	5	0.05	161.96	0.01	11.00	0.01	5.14	0.00	141.99	0.02	3.84	0.00
K10773	NTH	"endonuclease III [EC:4.2.99.18]"	7	0.07	2277.64	0.15	325.60	0.25	589.74	0.27	469.95	0.05	892.36	0.29
K04781	mbtI, irp9, ybtS	"salicylate synthetase [EC:5.4.4.2 4.2.99.21]"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
K07678	barA, gacS, varS	"two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"	173	1.66	23393.27	1.49	2294.25	1.79	4261.58	1.98	10596.21	1.15	6241.23	2.06
K00832	tyrB	"aromatic-amino-acid transaminase [EC:2.6.1.57]"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
K07684	narL	"two-component system, NarL family, nitrate/nitrite response regulator NarL"	2	0.02	40.91	0.00	0.06	0.00	3.68	0.00	35.10	0.00	2.08	0.00
K01673	cynT, can	"carbonic anhydrase [EC:4.2.1.1]"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
K07030	K07030	"uncharacterized protein"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K21788	redP	"dodecanoy-ACP synthase"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
K00847	E2.7.1.4, scrK	"fructokinase [EC:2.7.1.4]"	3	0.03	315.34	0.02	7.21	0.01	1.41	0.00	304.25	0.03	2.48	0.00
K00962	pnp, PNPT1	"polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"	15	0.14	2504.84	0.16	390.68	0.30	600.05	0.28	613.51	0.07	900.59	0.30
K22010	pdtaR	"two-component system, response regulator PdtaR"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
K03407	cheA	"two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"	221	2.13	26224.09	1.68	2338.26	1.82	4391.36	2.04	13189.40	1.44	6305.07	2.08
K02323	polB	"DNA polymerase II small subunit [EC:2.7.7.7]"	12	0.12	667.90	0.04	45.78	0.04	1.54	0.00	615.18	0.07	5.40	0.00
K01716	fabA	"3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
K01462	PDF, def	"peptide deformylase [EC:3.5.1.88]"	8	0.08	617.75	0.04	9.92	0.01	8.27	0.00	595.61	0.06	3.95	0.00
K00464	diox1	"all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]"	2	0.02	1886.11	0.12	325.55	0.25	585.19	0.27	86.03	0.01	889.34	0.29
K07698	kinC	"two-component system, sporulation sensor kinase C [EC:2.7.13.3]"	78	0.75	8752.79	0.56	697.85	0.54	1221.97	0.57	5052.51	0.55	1780.45	0.59
K20446	ndhS	"nicotinate dehydrogenase small FeS subunit [EC:1.17.1.5]"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
K02884	RP-L19, MRPL19, rplS	"large subunit ribosomal protein L19"	3	0.03	161.55	0.01	0.03	0.00	3.77	0.00	156.93	0.02	0.83	0.00
K02704	psbB	"photosystem II CP47 chlorophyll apoprotein"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
K13797	rpoBC	"DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6]"	3	0.03	218.40	0.01	0.01	0.00	0.04	0.00	218.28	0.02	0.07	0.00
K12941	abgB	"aminobenzoyl-glutamate utilization protein B"	2	0.02	41.77	0.00	10.00	0.01	1.28	0.00	26.35	0.00	4.15	0.00
K00940	ndk, NME	"nucleoside-diphosphate kinase [EC:2.7.4.6]"	3	0.03	180.54	0.01	8.17	0.01	0.18	0.00	171.87	0.02	0.32	0.00
K03308	TC.NSS	"neurotransmitter:Na+ symporter, NSS family"	3	0.03	86.99	0.01	2.26	0.00	0.00	0.00	84.68	0.01	0.04	0.00
K23094	ABC4, menA	"2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
K01897	ACSL, fadD	"long-chain acyl-CoA synthetase [EC:6.2.1.3]"	38	0.37	4416.54	0.28	324.38	0.25	718.19	0.33	2462.39	0.27	911.58	0.30
K11594	DDX3X, bel	"ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]"	5	0.05	370.42	0.02	7.87	0.01	0.60	0.00	359.85	0.04	2.11	0.00
K01875	SARS, serS	"seryl-tRNA synthetase [EC:6.1.1.11]"	2	0.02	82.74	0.01	2.77	0.00	0.00	0.00	79.86	0.01	0.12	0.00
K18029	nicA	"nicotinate dehydrogenase subunit A [EC:1.17.2.1]"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
K00507	SCD, desC	"stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
K11645	fbaB	"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
K10527	MFP2	"enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]"	35	0.34	3766.15	0.24	335.82	0.26	625.90	0.29	1897.16	0.21	907.28	0.30
K06149	uspA	"universal stress protein A"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K10233	aglF, ggtC	"alpha-glucoside transport system permease protein"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
K05881	dhaM	"phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]"	5	0.05	319.49	0.02	4.99	0.00	0.44	0.00	313.58	0.03	0.48	0.00
K07259	dacB	"serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K02357	tsf, TSFM	"elongation factor Ts"	3	0.03	310.73	0.02	10.23	0.01	0.46	0.00	299.41	0.03	0.63	0.00
K22470	SQOR	"eukaryotic sulfide quinone oxidoreductase [EC:1.8.5.8]"	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
K12321	GUCY2D_E	"guanylate cyclase 2D/E [EC:4.6.1.2]"	7	0.07	1969.56	0.13	285.86	0.22	587.47	0.27	197.55	0.02	898.66	0.30
K13761	PDE9	"high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]"	86	0.83	12902.16	0.82	1263.53	0.99	2474.08	1.15	5591.96	0.61	3572.59	1.18
K07651	resE	"two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]"	173	1.66	23549.32	1.50	2308.38	1.80	4171.40	1.94	10868.71	1.18	6200.83	2.04
K10539	araG	"L-arabinose transport system ATP-binding protein [EC:7.5.2.12]"	12	0.12	746.80	0.05	25.03	0.02	11.10	0.01	701.97	0.08	8.69	0.00
K03168	topA	"DNA topoisomerase I [EC:5.6.2.1]"	2	0.02	295.76	0.02	7.87	0.01	0.53	0.00	286.69	0.03	0.67	0.00
K02033	ABC.PE.P	"peptide/nickel transport system permease protein"	19	0.18	1639.75	0.10	2.85	0.00	20.29	0.01	1609.66	0.18	6.95	0.00
K11779	fbiC	"FO synthase [EC:2.5.1.147 4.3.1.32]"	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
K00837	ISS1, VAS1	"aromatic aminotransferase [EC:2.6.1.-]"	8	0.08	550.64	0.04	7.37	0.01	7.65	0.00	533.79	0.06	1.83	0.00
K00024	mdh	"malate dehydrogenase [EC:1.1.1.37]"	6	0.06	370.77	0.02	19.14	0.01	3.88	0.00	346.08	0.04	1.67	0.00
K05522	nei	"endonuclease VIII [EC:3.2.2.- 4.2.99.18]"	5	0.05	247.37	0.02	10.25	0.01	0.39	0.00	234.92	0.03	1.82	0.00
K14257	ctcP, cts4, prnC	"tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
K07776	regX3	"two-component system, OmpR family, response regulator RegX3"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
K09889	yjgA	"ribosome-associated protein"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
K02773	PTS-Gat-EIIA, gatA, sgcA	"PTS system, galactitol-specific IIA component [EC:2.7.1.200]"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K03705	hrcA	"heat-inducible transcriptional repressor"	4	0.04	109.82	0.01	2.52	0.00	3.63	0.00	101.28	0.01	2.39	0.00
K01698	hemB, ALAD	"porphobilinogen synthase [EC:4.2.1.24]"	2	0.02	26.47	0.00	0.21	0.00	0.04	0.00	24.70	0.00	1.51	0.00
K01637	E4.1.3.1, aceA	"isocitrate lyase [EC:4.1.3.1]"	8	0.08	539.00	0.03	0.39	0.00	8.91	0.00	527.08	0.06	2.62	0.00
K03564	BCP, PRXQ, DOT5	"peroxiredoxin Q/BCP [EC:1.11.1.15]"	9	0.09	2281.20	0.15	356.34	0.28	626.10	0.29	349.14	0.04	949.61	0.31
K16011	algA, xanB, rfbA, wbpW, pslB	"mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
K02892	RP-L23, MRPL23, rplW	"large subunit ribosomal protein L23"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
K13788	pta	"phosphate acetyltransferase [EC:2.3.1.8]"	5	0.05	253.24	0.02	10.53	0.01	3.62	0.00	236.53	0.03	2.56	0.00
K12573	rnr, vacB	"ribonuclease R [EC:3.1.13.1]"	5	0.05	340.66	0.02	1.12	0.00	27.61	0.01	305.65	0.03	6.28	0.00
K01225	CBH1	"cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"	19	0.18	2152.01	0.14	299.28	0.23	564.66	0.26	434.28	0.05	853.79	0.28
K13497	trpGD	"anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]"	28	0.27	1665.17	0.11	62.13	0.05	29.95	0.01	1552.08	0.17	21.01	0.01
K09691	ABC-2.LPSE.A	"lipopolysaccharide transport system ATP-binding protein"	3	0.03	166.95	0.01	0.32	0.00	0.53	0.00	164.99	0.02	1.12	0.00
K02828	qoxC	"cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5]"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
K13490	wspE	"two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE"	45	0.43	5940.98	0.38	658.83	0.51	1180.35	0.55	2346.23	0.26	1755.57	0.58
K02621	parC	"topoisomerase IV subunit A [EC:5.6.2.2]"	3	0.03	183.10	0.01	8.10	0.01	16.62	0.01	155.80	0.02	2.58	0.00
K16856	ugl	"ureidoglycolate lyase [EC:4.3.2.3]"	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
K05102	EPHA1, EPH	"Eph receptor A1 [EC:2.7.10.1]"	12	0.12	609.50	0.04	3.27	0.00	1.44	0.00	603.71	0.07	1.08	0.00
K11690	dctM	"C4-dicarboxylate transporter, DctM subunit"	6	0.06	534.01	0.03	0.06	0.00	7.80	0.00	523.78	0.06	2.38	0.00
K04426	MAP3K5, ASK1	"mitogen-activated protein kinase kinase kinase 5 [EC:2.7.11.25]"	3	0.03	155.42	0.01	2.79	0.00	0.69	0.00	151.39	0.02	0.54	0.00
