#Accession	Name	Function	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
TIGR01975	isoAsp_dipep	"beta-aspartyl peptidase"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
TIGR01737	FGAM_synth_I	"phosphoribosylformylglycinamidine synthase I"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
TIGR01341	aconitase_1	"aconitate hydratase 1"	5	0.05	247.20	0.02	12.71	0.01	4.15	0.00	229.48	0.02	0.85	0.00
TIGR01455	glmM	"phosphoglucosamine mutase"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
TIGR01097	PhnE	"phosphonate ABC transporter, permease protein PhnE"	2	0.02	25.82	0.00	0.43	0.00	0.01	0.00	25.30	0.00	0.09	0.00
TIGR00276	TIGR00276	"epoxyqueuosine reductase"	2	0.02	138.55	0.01	6.47	0.01	0.01	0.00	131.77	0.01	0.29	0.00
TIGR01181	dTDP_gluc_dehyt	"dTDP-glucose 4,6-dehydratase"	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
TIGR00217	malQ	"4-alpha-glucanotransferase"	3	0.03	109.72	0.01	1.53	0.00	19.85	0.01	85.06	0.01	3.28	0.00
TIGR03647	Na_symport_sm	"putative solute:sodium symporter small subunit"	2	0.02	432.83	0.03	0.43	0.00	92.43	0.04	294.84	0.03	45.13	0.01
TIGR01795	CM_mono_cladeE	"chorismate mutase"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
TIGR00231	small_GTP	"small GTP-binding protein domain"	30	0.29	1809.99	0.12	60.59	0.05	45.75	0.02	1685.46	0.18	18.18	0.01
TIGR00227	ribD_Cterm	"riboflavin-specific deaminase C-terminal domain"	4	0.04	219.91	0.01	10.39	0.01	0.07	0.00	209.16	0.02	0.29	0.00
TIGR00238	TIGR00238	"KamA family protein"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
TIGR03158	cas3_cyano	"CRISPR-associated helicase Cas3, subtype CYANO"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR03863	PQQ_ABC_bind	"ABC transporter, substrate binding protein, PQQ-dependent alcohol dehydrogenase system"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR01816	sdhA_forward	"succinate dehydrogenase, flavoprotein subunit"	2	0.02	247.68	0.02	0.14	0.00	4.17	0.00	241.87	0.03	1.50	0.00
TIGR04085	rSAM_more_4Fe4S	"radical SAM additional 4Fe4S-binding SPASM domain"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
TIGR01740	pyrF	"orotidine 5'-phosphate decarboxylase"	3	0.03	119.98	0.01	3.28	0.00	16.80	0.01	97.18	0.01	2.72	0.00
TIGR03885	flavin_revert	"probable non-F420 flavinoid oxidoreductase"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR02104	pulA_typeI	"pullulanase, type I"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
TIGR03725	T6A_YeaZ	"tRNA threonylcarbamoyl adenosine modification protein YeaZ"	5	0.05	373.65	0.02	7.27	0.01	1.69	0.00	359.90	0.04	4.79	0.00
TIGR01935	NOT-MenG	"RraA family"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR00188	rnpA	"ribonuclease P protein component"	2	0.02	51.58	0.00	7.31	0.01	1.02	0.00	41.09	0.00	2.16	0.00
TIGR00487	IF-2	"translation initiation factor IF-2"	4	0.04	215.49	0.01	10.25	0.01	3.85	0.00	200.28	0.02	1.11	0.00
TIGR02430	pcaF	"3-oxoadipyl-CoA thiolase"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR00235	udk	"uridine kinase"	2	0.02	54.43	0.00	2.37	0.00	0.02	0.00	50.55	0.01	1.50	0.00
TIGR01700	PNPH	"purine nucleoside phosphorylase I, inosine and guanosine-specific"	2	0.02	127.32	0.01	10.49	0.01	0.06	0.00	116.49	0.01	0.28	0.00
TIGR01287	nifH	"nitrogenase iron protein"	1	0.01	72.17	0.00	0.00	0.00	0.02	0.00	72.14	0.01	0.01	0.00
TIGR00768	rimK_fam	"alpha-L-glutamate ligase, RimK family"	3	0.03	48.94	0.00	0.26	0.00	0.01	0.00	47.14	0.01	1.53	0.00
TIGR01405	polC_Gram_pos	"DNA polymerase III, alpha subunit, Gram-positive type"	2	0.02	119.43	0.01	10.23	0.01	0.06	0.00	108.85	0.01	0.29	0.00
TIGR00690	rpoZ	"DNA-directed RNA polymerase, omega subunit"	2	0.02	83.55	0.01	2.66	0.00	16.62	0.01	61.93	0.01	2.35	0.00
TIGR02243	TIGR02243	"putative baseplate assembly protein"	1	0.01	24.70	0.00	0.10	0.00	0.07	0.00	24.44	0.00	0.09	0.00
TIGR03619	F420_Rv2161c	"probable F420-dependent oxidoreductase, Rv2161c family"	2	0.02	27.15	0.00	0.45	0.00	0.03	0.00	26.46	0.00	0.21	0.00
TIGR00744	ROK_glcA_fam	"ROK family protein (putative glucokinase)"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR01123	ilvE_II	"branched-chain amino acid aminotransferase"	2	0.02	106.57	0.01	17.86	0.01	1.31	0.00	84.42	0.01	2.98	0.00
TIGR01966	RNasePH	"ribonuclease PH"	2	0.02	66.25	0.00	17.31	0.01	6.13	0.00	36.43	0.00	6.38	0.00
TIGR01826	CofD_related	"conserved hypothetical protein"	2	0.02	100.65	0.01	7.32	0.01	3.43	0.00	89.44	0.01	0.46	0.00
TIGR00382	clpX	"ATP-dependent Clp protease, ATP-binding subunit ClpX"	2	0.02	121.64	0.01	2.37	0.00	0.05	0.00	119.14	0.01	0.08	0.00
TIGR03597	GTPase_YqeH	"ribosome biogenesis GTPase YqeH"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR00750	lao	"LAO/AO transport system ATPase"	2	0.02	56.37	0.00	9.79	0.01	4.68	0.00	38.48	0.00	3.41	0.00
TIGR01451	B_ant_repeat	"conserved repeat domain"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
TIGR00002	S16	"ribosomal protein bS16"	4	0.04	174.86	0.01	0.05	0.00	4.01	0.00	168.64	0.02	2.17	0.00
TIGR00526	folB_dom	"FolB domain"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
TIGR02866	CoxB	"cytochrome c oxidase, subunit II"	5	0.05	384.71	0.02	0.02	0.00	0.65	0.00	381.91	0.04	2.13	0.00
TIGR01032	rplT_bact	"ribosomal protein bL20"	5	0.05	351.19	0.02	16.13	0.01	5.92	0.00	325.99	0.04	3.14	0.00
TIGR01447	recD	"exodeoxyribonuclease V, alpha subunit"	2	0.02	114.57	0.01	0.44	0.00	0.59	0.00	113.04	0.01	0.50	0.00
TIGR01169	rplA_bact	"ribosomal protein uL1"	2	0.02	268.39	0.02	0.01	0.00	0.44	0.00	267.59	0.03	0.35	0.00
TIGR01970	DEAH_box_HrpB	"ATP-dependent helicase HrpB"	3	0.03	146.77	0.01	0.58	0.00	22.15	0.01	120.26	0.01	3.78	0.00
TIGR02490	flgF	"flagellar basal-body rod protein FlgF"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
TIGR03561	organ_hyd_perox	"peroxiredoxin, Ohr subfamily"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR01061	parC_Gpos	"DNA topoisomerase IV, A subunit"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR00009	L28	"ribosomal protein bL28"	2	0.02	53.85	0.00	2.37	0.00	0.02	0.00	50.02	0.01	1.45	0.00
TIGR02821	fghA_ester_D	"S-formylglutathione hydrolase"	2	0.02	256.74	0.02	0.01	0.00	0.57	0.00	255.82	0.03	0.34	0.00
TIGR00121	birA_ligase	"biotin--[acetyl-CoA-carboxylase] ligase"	6	0.06	2052.54	0.13	310.87	0.24	565.08	0.26	319.86	0.03	856.73	0.28
TIGR01088	aroQ	"3-dehydroquinate dehydratase, type II"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
TIGR03407	urea_ABC_UrtA	"urea ABC transporter, urea binding protein"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR02160	PA_CoA_Oxy5	"phenylacetate-CoA oxygenase/reductase, PaaK subunit"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR01983	UbiG	"3-demethylubiquinone-9 3-O-methyltransferase"	3	0.03	284.34	0.02	0.03	0.00	4.18	0.00	279.00	0.03	1.13	0.00
TIGR01307	pgm_bpd_ind	"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"	2	0.02	262.21	0.02	0.00	0.00	0.55	0.00	261.31	0.03	0.35	0.00
TIGR01031	rpmF_bact	"ribosomal protein bL32"	2	0.02	93.95	0.01	0.04	0.00	0.13	0.00	93.70	0.01	0.08	0.00
TIGR00452	TIGR00452	"tRNA (mo5U34)-methyltransferase"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
TIGR00362	DnaA	"chromosomal replication initiator protein DnaA"	3	0.03	125.26	0.01	9.89	0.01	1.20	0.00	111.36	0.01	2.81	0.00
TIGR03139	QueF-II	"7-cyano-7-deazaguanine reductase"	2	0.02	76.46	0.00	0.00	0.00	0.12	0.00	76.32	0.01	0.03	0.00
TIGR00922	nusG	"transcription termination/antitermination factor NusG"	2	0.02	268.39	0.02	0.01	0.00	0.44	0.00	267.59	0.03	0.35	0.00
TIGR03440	egtB_TIGR03440	"ergothioneine biosynthesis protein EgtB"	3	0.03	1888.92	0.12	325.55	0.25	585.32	0.27	87.24	0.01	890.80	0.29
TIGR00337	PyrG	"CTP synthase"	3	0.03	272.49	0.02	4.86	0.00	4.09	0.00	262.76	0.03	0.78	0.00
TIGR00781	ccoO	"cytochrome c oxidase, cbb3-type, subunit II"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
TIGR03552	F420_cofC	"2-phospho-L-lactate guanylyltransferase"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR03330	SAM_DCase_Bsu	"S-adenosylmethionine decarboxylase proenzyme"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
TIGR01575	rimI	"ribosomal-protein-alanine acetyltransferase"	2	0.02	209.58	0.01	0.00	0.00	0.42	0.00	207.39	0.02	1.76	0.00
TIGR02140	permease_CysW	"sulfate ABC transporter, permease protein CysW"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
TIGR02868	CydC	"thiol reductant ABC exporter, CydC subunit"	2	0.02	80.64	0.01	0.00	0.00	0.11	0.00	80.48	0.01	0.05	0.00
TIGR00875	fsa_talC_mipB	"fructose-6-phosphate aldolase"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
TIGR00545	lipoyltrans	"lipoyltransferase and lipoate-protein ligase"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR04120	DNA_lig_bact	"DNA ligase, ATP-dependent, PP_1105 family"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
TIGR00221	nagA	"N-acetylglucosamine-6-phosphate deacetylase"	5	0.05	442.42	0.03	2.92	0.00	1.35	0.00	436.89	0.05	1.25	0.00
TIGR01327	PGDH	"phosphoglycerate dehydrogenase"	2	0.02	303.66	0.02	8.14	0.01	0.53	0.00	294.33	0.03	0.66	0.00
TIGR00244	TIGR00244	"transcriptional regulator NrdR"	5	0.05	2026.14	0.13	336.10	0.26	585.60	0.27	212.76	0.02	891.68	0.29
TIGR03153	cytochr_NrfH	"cytochrome c nitrite reductase, small subunit"	1	0.01	37.25	0.00	0.78	0.00	0.04	0.00	36.21	0.00	0.22	0.00
TIGR01770	NDH_I_N	"proton-translocating NADH-quinone oxidoreductase, chain N"	3	0.03	293.88	0.02	0.92	0.00	0.81	0.00	290.59	0.03	1.56	0.00
TIGR02605	CxxC_CxxC_SSSS	"putative regulatory protein, FmdB family"	2	0.02	126.14	0.01	0.00	0.00	0.27	0.00	125.81	0.01	0.06	0.00
TIGR01251	ribP_PPkin	"ribose-phosphate diphosphokinase"	3	0.03	312.34	0.02	2.38	0.00	0.56	0.00	309.00	0.03	0.41	0.00
TIGR00012	L29	"ribosomal protein uL29"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR00513	accA	"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit"	5	0.05	429.25	0.03	10.14	0.01	0.71	0.00	416.15	0.05	2.25	0.00
TIGR01369	CPSaseII_lrg	"carbamoyl-phosphate synthase, large subunit"	3	0.03	174.40	0.01	10.27	0.01	0.19	0.00	163.58	0.02	0.36	0.00
TIGR04393	rpt_T5SS_PEPC	"T5SS/PEP-CTERM-associated repeat"	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
TIGR00107	deoD	"purine nucleoside phosphorylase"	2	0.02	283.46	0.02	0.33	0.00	0.98	0.00	281.33	0.03	0.83	0.00
TIGR02093	P_ylase	"glycogen/starch/alpha-glucan phosphorylases"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
TIGR01486	HAD-SF-IIB-MPGP	"mannosyl-3-phosphoglycerate phosphatase family"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR00697	TIGR00697	"conserved hypothetical integral membrane protein"	3	0.03	252.57	0.02	5.19	0.00	2.29	0.00	241.31	0.03	3.79	0.00
TIGR01993	Pyr-5-nucltdase	"pyrimidine 5'-nucleotidase"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR02521	type_IV_pilW	"type IV pilus biogenesis/stability protein PilW"	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
TIGR04057	SusC_RagA_signa	"TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region"	2	0.02	55.07	0.00	19.77	0.02	2.33	0.00	27.59	0.00	5.38	0.00
TIGR01681	HAD-SF-IIIC	"HAD phosphatase, family IIIC"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
TIGR01514	NAPRTase	"nicotinate phosphoribosyltransferase"	2	0.02	92.58	0.01	0.03	0.00	3.66	0.00	88.00	0.01	0.88	0.00
TIGR00508	bioA	"adenosylmethionine-8-amino-7-oxononanoate transaminase"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
TIGR01173	glmU	"UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase"	2	0.02	266.96	0.02	2.49	0.00	0.66	0.00	263.11	0.03	0.70	0.00
TIGR02154	PhoB	"phosphate regulon transcriptional regulatory protein PhoB"	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
TIGR02027	rpoA	"DNA-directed RNA polymerase, alpha subunit"	2	0.02	1827.19	0.12	325.55	0.25	585.18	0.27	25.72	0.00	890.74	0.29
TIGR02246	TIGR02246	"conserved hypothetical protein"	1	0.01	49.61	0.00	0.56	0.00	18.40	0.01	27.66	0.00	2.99	0.00
TIGR03039	PS_II_CP47	"photosystem II chlorophyll-binding protein CP47"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR02209	ftsL_broad	"cell division protein FtsL"	2	0.02	53.88	0.00	2.62	0.00	0.00	0.00	51.15	0.01	0.10	0.00
TIGR01128	holA	"DNA polymerase III, delta subunit"	3	0.03	179.04	0.01	2.37	0.00	0.17	0.00	176.41	0.02	0.10	0.00
TIGR00149	TIGR00149_YjbQ	"secondary thiamine-phosphate synthase enzyme"	3	0.03	143.35	0.01	0.23	0.00	0.16	0.00	142.78	0.02	0.18	0.00
TIGR00679	hpr-ser	"HPr(Ser) kinase/phosphatase"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR00143	hypF	"carbamoyltransferase HypF"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR02813	omega_3_PfaA	"polyketide-type polyunsaturated fatty acid synthase PfaA"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
TIGR04488	SoxY_true_GGCGG	"thiosulfate oxidation carrier protein SoxY"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR01050	rpsS_bact	"ribosomal protein uS19"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR01727	oligo_HPY	"oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain"	14	0.13	1316.00	0.08	3.00	0.00	10.07	0.00	1298.43	0.14	4.50	0.00
TIGR02009	PGMB-YQAB-SF	"beta-phosphoglucomutase family hydrolase"	2	0.02	99.58	0.01	0.12	0.00	0.12	0.00	99.24	0.01	0.09	0.00
TIGR01125	TIGR01125	"ribosomal protein S12 methylthiotransferase RimO"	3	0.03	98.36	0.01	7.20	0.01	1.05	0.00	86.63	0.01	3.48	0.00
TIGR00078	nadC	"nicotinate-nucleotide diphosphorylase (carboxylating)"	3	0.03	311.62	0.02	0.01	0.00	0.67	0.00	309.01	0.03	1.94	0.00
TIGR00401	msrA	"peptide-methionine (S)-S-oxide reductase"	8	0.08	2216.13	0.14	306.32	0.24	594.32	0.28	415.36	0.05	900.13	0.30
TIGR01980	sufB	"FeS assembly protein SufB"	3	0.03	230.04	0.01	0.01	0.00	0.44	0.00	229.17	0.02	0.41	0.00
TIGR04399	acc_Sec_SLAP	"accessory Sec system S-layer assembly protein"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
TIGR00758	UDG_fam4	"uracil-DNA glycosylase, family 4"	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
TIGR00813	sss	"transporter, solute:sodium symporter (SSS) family"	5	0.05	130.53	0.01	0.47	0.00	0.41	0.00	128.06	0.01	1.59	0.00
TIGR00551	nadB	"L-aspartate oxidase"	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
TIGR00952	S15_bact	"ribosomal protein uS15"	4	0.04	210.85	0.01	10.25	0.01	3.84	0.00	195.69	0.02	1.07	0.00
TIGR02533	type_II_gspE	"type II secretion system protein E"	1	0.01	66.58	0.00	0.06	0.00	0.34	0.00	65.19	0.01	0.98	0.00
TIGR02204	MsbA_rel	"ABC transporter, permease/ATP-binding protein"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
TIGR00442	hisS	"histidine--tRNA ligase"	2	0.02	95.70	0.01	2.40	0.00	0.13	0.00	93.05	0.01	0.12	0.00
TIGR02024	FtcD	"glutamate formiminotransferase"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
TIGR01214	rmlD	"dTDP-4-dehydrorhamnose reductase"	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
TIGR00378	cax	"calcium/proton exchanger"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
TIGR03426	shape_MreD	"rod shape-determining protein MreD"	2	0.02	114.80	0.01	2.37	0.00	0.01	0.00	112.37	0.01	0.05	0.00
TIGR00010	TIGR00010	"hydrolase, TatD family"	4	0.04	367.95	0.02	2.61	0.00	16.85	0.01	345.79	0.04	2.70	0.00
TIGR00313	cobQ	"cobyric acid synthase CobQ"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
TIGR01354	cyt_deam_tetra	"cytidine deaminase"	2	0.02	62.26	0.00	1.03	0.00	0.15	0.00	60.81	0.01	0.27	0.00
TIGR01058	parE_Gpos	"DNA topoisomerase IV, B subunit"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR02226	two_anch	"N-terminal double-transmembrane domain"	3	0.03	234.66	0.01	0.03	0.00	3.98	0.00	228.06	0.02	2.58	0.00
TIGR00215	lpxB	"lipid-A-disaccharide synthase"	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
TIGR02219	phage_NlpC_fam	"putative phage cell wall peptidase, NlpC/P60 family"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR01391	dnaG	"DNA primase"	3	0.03	63.79	0.00	0.15	0.00	3.46	0.00	57.93	0.01	2.26	0.00
TIGR00169	leuB	"3-isopropylmalate dehydrogenase"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR00228	ruvC	"crossover junction endodeoxyribonuclease RuvC"	2	0.02	55.21	0.00	1.21	0.00	0.30	0.00	52.08	0.01	1.62	0.00
TIGR03181	PDH_E1_alph_x	"pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit"	2	0.02	66.20	0.00	2.48	0.00	0.14	0.00	63.42	0.01	0.16	0.00
TIGR04122	Xnuc_lig_assoc	"putative exonuclease, DNA ligase-associated"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
TIGR01915	npdG	"NADPH-dependent F420 reductase"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR00498	lexA	"repressor LexA"	6	0.06	263.85	0.02	11.16	0.01	3.59	0.00	247.85	0.03	1.26	0.00
TIGR01182	eda	"2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase"	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
TIGR00492	alr	"alanine racemase"	2	0.02	111.30	0.01	0.91	0.00	0.06	0.00	110.14	0.01	0.19	0.00
TIGR03598	GTPase_YsxC	"ribosome biogenesis GTP-binding protein YsxC"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR01525	ATPase-IB_hvy	"heavy metal translocating P-type ATPase"	3	0.03	166.88	0.01	0.01	0.00	0.06	0.00	166.76	0.02	0.06	0.00
TIGR01443	intein_Cterm	"intein C-terminal splicing region"	1	0.01	34.27	0.00	0.00	0.00	0.00	0.00	34.26	0.00	0.00	0.00
TIGR00741	yfiA	"ribosomal subunit interface protein"	6	0.06	183.41	0.01	20.36	0.02	1.63	0.00	158.31	0.02	3.11	0.00
TIGR01916	F420_cofE	"coenzyme F420-0:L-glutamate ligase"	2	0.02	41.21	0.00	0.48	0.00	0.17	0.00	40.35	0.00	0.21	0.00
TIGR00218	manA	"mannose-6-phosphate isomerase, class I"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
TIGR00147	TIGR00147	"lipid kinase, YegS/Rv2252/BmrU family"	2	0.02	112.11	0.01	4.85	0.00	3.57	0.00	103.25	0.01	0.44	0.00
TIGR00041	DTMP_kinase	"dTMP kinase"	6	0.06	403.84	0.03	21.13	0.02	35.90	0.02	325.53	0.04	21.28	0.01
TIGR02778	ligD_pol	"DNA ligase D, polymerase domain"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR01353	dGTP_triPase	"putative dGTPase"	3	0.03	262.32	0.02	0.01	0.00	0.42	0.00	261.55	0.03	0.34	0.00
TIGR00780	ccoN	"cytochrome c oxidase, cbb3-type, subunit I"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
TIGR00658	orni_carb_tr	"ornithine carbamoyltransferase"	4	0.04	169.92	0.01	13.18	0.01	7.28	0.00	147.84	0.02	1.62	0.00
TIGR01613	primase_Cterm	"phage/plasmid primase, P4 family, C-terminal domain"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
TIGR01972	NDH_I_M	"proton-translocating NADH-quinone oxidoreductase, chain M"	4	0.04	1061.82	0.07	0.93	0.00	0.81	0.00	1058.36	0.12	1.72	0.00
TIGR02414	pepN_proteo	"aminopeptidase N"	2	0.02	108.87	0.01	0.24	0.00	16.54	0.01	89.74	0.01	2.34	0.00
TIGR00436	era	"GTP-binding protein Era"	8	0.08	529.72	0.03	16.35	0.01	11.19	0.01	498.19	0.05	4.00	0.00
TIGR00666	PBP4	"D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
TIGR00854	pts-sorbose	"PTS system, mannose/fructose/sorbose family, IIB component"	2	0.02	84.38	0.01	4.53	0.00	0.01	0.00	79.78	0.01	0.07	0.00
TIGR00459	aspS_bact	"aspartate--tRNA ligase"	3	0.03	312.08	0.02	2.38	0.00	0.80	0.00	308.18	0.03	0.72	0.00
TIGR02135	phoU_full	"phosphate transport system regulatory protein PhoU"	2	0.02	55.63	0.00	0.24	0.00	16.40	0.01	35.15	0.00	3.84	0.00
TIGR00611	recf	"DNA replication and repair protein RecF"	2	0.02	38.83	0.00	0.12	0.00	0.12	0.00	37.08	0.00	1.51	0.00
TIGR00554	panK_bact	"pantothenate kinase"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR02348	GroEL	"chaperonin GroL"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
TIGR01910	DapE-ArgE	"peptidase, ArgE/DapE family"	1	0.01	10.01	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.02	0.00
TIGR00788	fbt	"folate/biopterin transporter"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
TIGR01285	nifN	"nitrogenase molybdenum-iron cofactor biosynthesis protein NifN"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR02776	NHEJ_ligase_prk	"DNA ligase D"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR03595	Obg_CgtA_exten	"Obg family GTPase CgtA, C-terminal extension"	2	0.02	132.12	0.01	2.69	0.00	0.61	0.00	128.34	0.01	0.47	0.00
TIGR04508	queE_Cx14CxxC	"7-carboxy-7-deazaguanine synthase"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR04018	Bthiol_YpdA	"putative bacillithiol system oxidoreductase, YpdA family"	2	0.02	115.54	0.01	18.04	0.01	1.41	0.00	93.15	0.01	2.94	0.00
