#Enzyme_id	Name	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
6.2.1.2	"Medium-chain acyl-CoA ligase."	2	0.02	230.40	0.01	0.04	0.00	3.87	0.00	225.43	0.02	1.07	0.00
1.14.99.63	"Beta-carotene 4-ketolase."	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
2.6.1.11	"Acetylornithine transaminase."	6	0.06	335.83	0.02	13.89	0.01	9.43	0.00	308.67	0.03	3.83	0.00
2.7.1.69	"Transferred entry: 2.7.1.191, 2.7.1.192, 2.7.1.193, 2.7.1.194, 2.7.1.195,"	3	0.03	106.46	0.01	4.53	0.00	0.01	0.00	101.85	0.01	0.08	0.00
1.14.-.-	"Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)."	5	0.05	306.19	0.02	0.37	0.00	4.10	0.00	300.52	0.03	1.20	0.00
4.2.1.79	"2-methylcitrate dehydratase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
3.4.14.5	"Dipeptidyl-peptidase IV."	2	0.02	99.51	0.01	0.78	0.00	0.21	0.00	98.28	0.01	0.24	0.00
1.6.99.1	"NADPH dehydrogenase."	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
2.3.1.47	"8-amino-7-oxononanoate synthase."	3	0.03	165.98	0.01	17.86	0.01	1.43	0.00	143.69	0.02	3.00	0.00
2.8.3.5	"3-oxoacid CoA-transferase."	2	0.02	434.12	0.03	0.02	0.00	0.95	0.00	432.31	0.05	0.84	0.00
3.4.23.-	"Aspartic endopeptidases."	4	0.04	450.53	0.03	0.24	0.00	16.79	0.01	430.80	0.05	2.69	0.00
6.2.1.1	"Acetate--CoA ligase."	4	0.04	286.86	0.02	0.80	0.00	4.06	0.00	279.20	0.03	2.79	0.00
3.5.2.17	"Hydroxyisourate hydrolase."	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
2.3.2.2	"Gamma-glutamyltransferase."	6	0.06	1962.20	0.13	325.62	0.25	588.98	0.27	156.15	0.02	891.46	0.29
1.4.3.19	"Glycine oxidase."	2	0.02	66.33	0.00	0.91	0.00	0.33	0.00	64.85	0.01	0.24	0.00
1.1.1.362	"Aklaviketone reductase."	1	0.01	25.00	0.00	0.05	0.00	3.18	0.00	21.08	0.00	0.69	0.00
3.6.4.13	"RNA helicase."	9	0.09	2246.89	0.14	306.86	0.24	586.74	0.27	494.33	0.05	858.97	0.28
6.5.1.1	"DNA ligase (ATP)."	5	0.05	535.12	0.03	1.43	0.00	1.29	0.00	531.14	0.06	1.27	0.00
1.4.99.-	"With other acceptors."	3	0.03	434.16	0.03	0.07	0.00	4.40	0.00	428.15	0.05	1.55	0.00
2.9.1.1	"L-seryl-tRNA(Sec) selenium transferase."	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
1.13.11.75	"All-trans-8'-apo-beta-carotenal 15,15'-oxygenase."	2	0.02	1886.11	0.12	325.55	0.25	585.19	0.27	86.03	0.01	889.34	0.29
2.1.2.3	"Phosphoribosylaminoimidazolecarboxamide formyltransferase."	3	0.03	146.13	0.01	0.33	0.00	20.15	0.01	122.48	0.01	3.18	0.00
1.11.1.9	"Glutathione peroxidase."	2	0.02	38.57	0.00	0.28	0.00	3.19	0.00	34.31	0.00	0.80	0.00
7.3.2.3	"ABC-type sulfate transporter."	3	0.03	87.97	0.01	0.31	0.00	16.61	0.01	68.73	0.01	2.31	0.00
1.8.7.1	"Assimilatory sulfite reductase (ferredoxin)."	2	0.02	264.10	0.02	0.01	0.00	0.42	0.00	263.31	0.03	0.36	0.00
5.1.3.2	"UDP-glucose 4-epimerase."	3	0.03	112.36	0.01	0.26	0.00	0.19	0.00	110.38	0.01	1.54	0.00
3.1.11.6	"Exodeoxyribonuclease VII."	6	0.06	492.88	0.03	28.32	0.02	44.43	0.02	361.89	0.04	58.25	0.02
2.5.1.15	"Dihydropteroate synthase."	2	0.02	85.88	0.01	0.02	0.00	3.47	0.00	81.60	0.01	0.79	0.00
2.3.1.181	"Lipoyl(octanoyl) transferase."	4	0.04	206.88	0.01	9.45	0.01	32.90	0.02	159.43	0.02	5.10	0.00
1.3.1.78	"Arogenate dehydrogenase (NADP(+))."	1	0.01	27.99	0.00	8.37	0.01	0.30	0.00	18.85	0.00	0.46	0.00
4.3.1.16	"Threo-3-hydroxy-L-aspartate ammonia-lyase."	2	0.02	42.81	0.00	0.20	0.00	0.28	0.00	42.21	0.00	0.11	0.00
2.8.4.3	"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase."	4	0.04	2061.29	0.13	307.20	0.24	564.62	0.26	335.55	0.04	853.92	0.28
1.5.1.43	"Carboxynorspermidine synthase."	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
3.1.1.23	"Acylglycerol lipase."	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
4.1.1.112	"Oxaloacetate decarboxylase."	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
2.7.1.30	"Glycerol kinase."	4	0.04	299.97	0.02	12.15	0.01	1.61	0.00	281.82	0.03	4.39	0.00
1.1.1.44	"Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)."	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
4.4.1.25	"L-cysteate sulfo-lyase."	2	0.02	52.74	0.00	0.27	0.00	0.03	0.00	52.29	0.01	0.15	0.00
1.3.98.1	"Dihydroorotate oxidase (fumarate)."	2	0.02	50.38	0.00	2.37	0.00	0.00	0.00	47.97	0.01	0.04	0.00
1.14.13.107	"Limonene 1,2-monooxygenase."	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
3.6.1.23	"dUTP diphosphatase."	3	0.03	79.12	0.01	0.03	0.00	3.52	0.00	74.72	0.01	0.85	0.00
2.7.7.13	"Mannose-1-phosphate guanylyltransferase."	4	0.04	349.20	0.02	0.30	0.00	1.03	0.00	347.04	0.04	0.83	0.00
3.5.1.10	"Formyltetrahydrofolate deformylase."	3	0.03	270.06	0.02	0.05	0.00	3.91	0.00	264.98	0.03	1.13	0.00
3.4.21.88	"Repressor LexA."	8	0.08	325.81	0.02	12.03	0.01	3.70	0.00	308.50	0.03	1.57	0.00
4.2.1.162	"6-deoxy-6-sulfo-D-gluconate dehydratase."	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
2.3.1.174	"3-oxoadipyl-CoA thiolase."	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
6.3.4.14	"Biotin carboxylase."	5	0.05	210.23	0.01	10.98	0.01	16.62	0.01	178.52	0.02	4.11	0.00
2.7.1.50	"Hydroxyethylthiazole kinase."	2	0.02	212.64	0.01	0.01	0.00	0.42	0.00	211.88	0.02	0.33	0.00
4.3.1.19	"Threonine ammonia-lyase."	4	0.04	324.55	0.02	7.89	0.01	4.14	0.00	309.70	0.03	2.82	0.00
2.1.1.228	"tRNA (guanine(37)-N(1))-methyltransferase."	3	0.03	102.06	0.01	0.04	0.00	4.00	0.00	95.88	0.01	2.14	0.00
2.3.1.46	"Homoserine O-succinyltransferase."	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
3.1.4.52	"Cyclic-guanylate-specific phosphodiesterase."	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
5.3.3.-	"Transposing C=C bonds."	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
1.6.5.-	"With a quinone or similar compound as acceptor."	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
2.4.1.-	"Hexosyltransferases."	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
3.1.4.53	"3',5'-cyclic-AMP phosphodiesterase."	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
2.7.8.33	"UDP-N-acetylglucosamine--undecaprenyl-phosphate"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
2.1.1.64	"3-demethylubiquinol 3-O-methyltransferase."	3	0.03	284.34	0.02	0.03	0.00	4.18	0.00	279.00	0.03	1.13	0.00
2.7.8.39	"Archaetidylinositol phosphate synthase."	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
2.3.1.234	"N(6)-L-threonylcarbamoyladenine synthase."	4	0.04	318.39	0.02	0.03	0.00	0.69	0.00	315.91	0.03	1.76	0.00
1.14.99.36	"Transferred entry: 1.13.11.63."	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
3.5.2.1	"Barbiturase."	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
3.4.11.-	"Aminopeptidases."	2	0.02	119.61	0.01	7.76	0.01	0.10	0.00	109.81	0.01	1.95	0.00
3.2.1.-	"Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds."	6	0.06	172.32	0.01	1.93	0.00	19.97	0.01	146.90	0.02	3.52	0.00
3.5.2.7	"Imidazolonepropionase."	2	0.02	40.39	0.00	0.23	0.00	3.52	0.00	35.66	0.00	0.98	0.00
1.16.1.1	"Mercury(II) reductase."	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
4.1.1.50	"Adenosylmethionine decarboxylase."	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
4.1.3.27	"Anthranilate synthase."	6	0.06	168.08	0.01	0.34	0.00	16.79	0.01	145.73	0.02	5.22	0.00
2.7.4.2	"Phosphomevalonate kinase."	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
3.6.1.11	"Exopolyphosphatase."	4	0.04	143.42	0.01	0.50	0.00	0.25	0.00	142.43	0.02	0.24	0.00
4.2.1.47	"GDP-mannose 4,6-dehydratase."	2	0.02	277.36	0.02	0.02	0.00	0.67	0.00	276.00	0.03	0.68	0.00
5.99.1.3	"Transferred entry: 5.6.2.2."	6	0.06	292.77	0.02	7.71	0.01	0.79	0.00	280.48	0.03	3.79	0.00
2.8.3.-	"CoA-transferases."	4	0.04	534.54	0.03	4.76	0.00	0.97	0.00	527.88	0.06	0.92	0.00
1.14.12.15	"Terephthalate 1,2-dioxygenase."	1	0.01	13.34	0.00	0.21	0.00	0.03	0.00	13.00	0.00	0.10	0.00
7.3.2.2	"ABC-type phosphonate transporter."	1	0.01	12.91	0.00	0.21	0.00	0.00	0.00	12.65	0.00	0.04	0.00
3.5.1.25	"N-acetylglucosamine-6-phosphate deacetylase."	5	0.05	442.42	0.03	2.92	0.00	1.35	0.00	436.89	0.05	1.25	0.00
2.8.3.13	"Succinate--hydroxymethylglutarate CoA-transferase."	2	0.02	116.06	0.01	0.33	0.00	0.58	0.00	114.67	0.01	0.49	0.00
2.7.7.23	"UDP-N-acetylglucosamine diphosphorylase."	2	0.02	266.96	0.02	2.49	0.00	0.66	0.00	263.11	0.03	0.70	0.00
5.5.1.1	"Muconate cycloisomerase."	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
2.1.1.305	"8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase."	1	0.01	36.43	0.00	0.62	0.00	0.19	0.00	35.25	0.00	0.37	0.00
2.4.99.-	"Transferring other glycosyl groups."	5	0.05	1861.40	0.12	301.29	0.23	580.75	0.27	122.35	0.01	857.01	0.28
3.7.1.-	"In ketonic substances."	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
3.1.3.45	"3-deoxy-manno-octulosonate-8-phosphatase."	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
2.7.7.38	"3-deoxy-manno-octulosonate cytidylyltransferase."	2	0.02	235.69	0.02	0.01	0.00	0.42	0.00	234.93	0.03	0.33	0.00
2.1.1.185	"23S rRNA (guanosine(2251)-2'-O)-methyltransferase."	2	0.02	275.07	0.02	0.02	0.00	0.64	0.00	273.98	0.03	0.43	0.00
4.1.2.50	"6-carboxytetrahydropterin synthase."	2	0.02	238.15	0.02	12.04	0.01	40.30	0.02	128.96	0.01	56.86	0.02
3.1.1.24	"3-oxoadipate enol-lactonase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
7.3.2.4	"ABC-type nitrate transporter."	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
2.7.1.47	"D-ribulokinase."	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
1.7.1.13	"PreQ(1) synthase."	2	0.02	76.46	0.00	0.00	0.00	0.12	0.00	76.32	0.01	0.03	0.00
2.4.1.1	"Glycogen phosphorylase."	2	0.02	84.72	0.01	1.48	0.00	16.67	0.01	63.98	0.01	2.59	0.00
4.6.1.16	"tRNA-intron lyase."	1	0.01	9.65	0.00	0.00	0.00	0.00	0.00	9.65	0.00	0.00	0.00
3.4.13.-	"Dipeptidases."	4	0.04	387.82	0.02	12.63	0.01	4.01	0.00	370.11	0.04	1.08	0.00
3.1.3.89	"5'-deoxynucleotidase."	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
2.3.1.275	"Acyl phosphate:glycerol-3-phosphate acyltransferase."	2	0.02	159.33	0.01	8.13	0.01	0.07	0.00	150.85	0.02	0.27	0.00
2.4.1.15	"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)."	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
3.5.4.26	"Diaminohydroxyphosphoribosylaminopyrimidine deaminase."	6	0.06	336.48	0.02	21.35	0.02	11.68	0.01	268.64	0.03	34.81	0.01
3.5.4.13	"dCTP deaminase."	2	0.02	57.31	0.00	0.85	0.00	0.07	0.00	56.15	0.01	0.25	0.00
4.1.2.58	"2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase."	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
3.4.13.18	"Cytosol nonspecific dipeptidase."	2	0.02	30.96	0.00	0.00	0.00	0.02	0.00	29.51	0.00	1.42	0.00
1.5.1.40	"8-hydroxy-5-deazaflavin:NADPH oxidoreductase."	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
3.5.4.33	"tRNA(adenine(34)) deaminase."	3	0.03	119.88	0.01	0.87	0.00	0.23	0.00	118.44	0.01	0.33	0.00
2.5.1.72	"Quinolinate synthase."	3	0.03	315.76	0.02	0.01	0.00	0.54	0.00	313.34	0.03	1.88	0.00
3.4.11.5	"Prolyl aminopeptidase."	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
6.2.1.30	"Phenylacetate--CoA ligase."	2	0.02	63.48	0.00	0.63	0.00	3.69	0.00	57.91	0.01	1.26	0.00
2.7.7.60	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase."	3	0.03	269.37	0.02	5.92	0.00	0.76	0.00	261.61	0.03	1.09	0.00
4.1.1.105	"L-tryptophan decarboxylase."	1	0.01	91.39	0.01	0.33	0.00	0.61	0.00	90.02	0.01	0.43	0.00
1.13.11.1	"Catechol 1,2-dioxygenase."	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
1.14.12.-	"With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor."	2	0.02	244.99	0.02	0.04	0.00	4.16	0.00	239.60	0.03	1.19	0.00
1.11.1.5	"Cytochrome-c peroxidase."	2	0.02	225.94	0.01	0.01	0.00	0.65	0.00	224.63	0.02	0.65	0.00
7.2.2.1	"Na(+)-transporting two-sector ATPase."	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
4.2.99.-	"Other carbon-oxygen lyases."	2	0.02	46.02	0.00	0.10	0.00	0.07	0.00	45.75	0.00	0.10	0.00
2.8.3.20	"Succinyl-CoA--D-citramalate CoA-transferase."	2	0.02	42.68	0.00	0.23	0.00	0.29	0.00	41.99	0.00	0.17	0.00
4.1.1.20	"Diaminopimelate decarboxylase."	5	0.05	193.93	0.01	10.98	0.01	3.59	0.00	178.12	0.02	1.24	0.00
3.6.1.1	"Inorganic diphosphatase."	7	0.07	487.79	0.03	5.13	0.00	4.36	0.00	475.82	0.05	2.48	0.00
2.8.1.13	"tRNA-uridine 2-sulfurtransferase."	3	0.03	192.21	0.01	2.69	0.00	0.69	0.00	188.26	0.02	0.57	0.00
3.5.-.-	"Acting on carbon-nitrogen bonds, other than peptide bonds."	11	0.11	864.55	0.06	21.91	0.02	18.16	0.01	819.78	0.09	4.71	0.00
1.17.1.9	"Formate dehydrogenase."	2	0.02	217.69	0.01	0.01	0.00	0.40	0.00	216.93	0.02	0.35	0.00
2.1.1.197	"Malonyl-[acyl-carrier protein] O-methyltransferase."	2	0.02	116.90	0.01	0.30	0.00	16.62	0.01	97.66	0.01	2.32	0.00
2.1.2.2	"Phosphoribosylglycinamide formyltransferase."	3	0.03	303.70	0.02	0.02	0.00	0.68	0.00	302.55	0.03	0.46	0.00
7.2.1.2	"Ferredoxin--NAD(+) oxidoreductase (Na(+)-transporting)."	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
4.2.3.1	"Threonine synthase."	3	0.03	259.34	0.02	10.14	0.01	1.86	0.00	244.14	0.03	3.21	0.00
4.2.1.-	"Hydro-lyases."	7	0.07	402.24	0.03	10.61	0.01	4.67	0.00	385.40	0.04	1.57	0.00
1.2.1.12	"Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)."	11	0.11	2590.68	0.17	304.48	0.24	592.86	0.28	834.58	0.09	858.75	0.28
3.4.11.14	"Cytosol alanyl aminopeptidase."	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
2.4.2.10	"Orotate phosphoribosyltransferase."	2	0.02	76.04	0.00	19.65	0.02	2.61	0.00	48.20	0.01	5.57	0.00
2.7.9.1	"Pyruvate, phosphate dikinase."	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
1.14.99.-	"Miscellaneous."	8	0.08	434.40	0.03	29.01	0.02	0.32	0.00	402.70	0.04	2.36	0.00
4.1.3.30	"Methylisocitrate lyase."	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
4.2.1.12	"Phosphogluconate dehydratase."	2	0.02	52.68	0.00	0.20	0.00	0.00	0.00	52.43	0.01	0.05	0.00
2.6.1.45	"Serine--glyoxylate transaminase."	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
2.5.1.140	"N-(2-amino-2-carboxyethyl)-L-glutamate synthase."	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
3.1.3.27	"Phosphatidylglycerophosphatase."	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
2.6.1.57	"Aromatic-amino-acid transaminase."	3	0.03	262.65	0.02	0.14	0.00	0.63	0.00	261.34	0.03	0.55	0.00
1.1.1.310	"(S)-sulfolactate dehydrogenase."	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
1.11.1.15	"Peroxiredoxin."	12	0.12	4297.10	0.27	646.17	0.50	1190.48	0.55	658.92	0.07	1801.53	0.59
3.1.1.5	"Lysophospholipase."	2	0.02	57.27	0.00	0.33	0.00	0.18	0.00	56.57	0.01	0.19	0.00
2.1.1.207	"tRNA (cytidine(34)-2'-O)-methyltransferase."	2	0.02	157.86	0.01	6.47	0.01	0.13	0.00	150.94	0.02	0.31	0.00
2.3.1.79	"Maltose O-acetyltransferase."	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
3.5.4.4	"Adenosine deaminase."	3	0.03	126.54	0.01	0.91	0.00	0.19	0.00	125.22	0.01	0.22	0.00
3.6.5.n1	"Elongation factor 4."	5	0.05	292.10	0.02	3.06	0.00	1.33	0.00	285.44	0.03	2.29	0.00
4.99.1.12	"Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase."	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
1.1.1.330	"Very-long-chain 3-oxoacyl-CoA reductase."	1	0.01	66.58	0.00	0.06	0.00	0.34	0.00	65.19	0.01	0.98	0.00
1.1.1.337	"L-2-hydroxycarboxylate dehydrogenase (NAD(+))."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
1.11.1.22	"Hydroperoxy fatty acid reductase."	2	0.02	276.11	0.02	0.04	0.00	0.60	0.00	275.01	0.03	0.45	0.00
3.6.1.13	"ADP-ribose diphosphatase."	3	0.03	184.70	0.01	8.13	0.01	0.31	0.00	175.99	0.02	0.28	0.00
2.4.1.25	"4-alpha-glucanotransferase."	3	0.03	109.72	0.01	1.53	0.00	19.85	0.01	85.06	0.01	3.28	0.00
4.1.1.97	"2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase."	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
3.5.1.19	"Nicotinamidase."	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
3.6.5.-	"Acting on GTP; involved in cellular and subcellular movement."	9	0.09	480.38	0.03	5.42	0.00	1.53	0.00	469.66	0.05	3.77	0.00
2.4.2.7	"Adenine phosphoribosyltransferase."	2	0.02	62.04	0.00	2.37	0.00	0.00	0.00	59.62	0.01	0.05	0.00
1.2.1.59	"Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)."	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
6.3.4.12	"Glutamate--methylamine ligase."	1	0.01	91.39	0.01	0.33	0.00	0.61	0.00	90.02	0.01	0.43	0.00
3.1.3.102	"FMN hydrolase."	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
2.4.1.182	"Lipid-A-disaccharide synthase."	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
3.2.2.9	"Adenosylhomocysteine nucleosidase."	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
2.1.1.173	"23S rRNA (guanine(2445)-N(2))-methyltransferase."	2	0.02	209.30	0.01	0.01	0.00	0.44	0.00	207.06	0.02	1.79	0.00
1.16.-.-	"Oxidizing metal ions."	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
3.5.4.25	"GTP cyclohydrolase II."	6	0.06	423.57	0.03	10.96	0.01	17.17	0.01	392.32	0.04	3.11	0.00
2.3.3.9	"Malate synthase."	2	0.02	79.12	0.01	7.69	0.01	0.11	0.00	70.93	0.01	0.39	0.00
1.1.1.100	"3-oxoacyl-[acyl-carrier-protein] reductase."	6	0.06	203.78	0.01	4.82	0.00	3.73	0.00	192.89	0.02	2.34	0.00
4.1.1.23	"Orotidine-5'-phosphate decarboxylase."	3	0.03	119.98	0.01	3.28	0.00	16.80	0.01	97.18	0.01	2.72	0.00
1.5.1.-	"With NAD(+) or NADP(+) as acceptor."	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
1.8.3.1	"Sulfite oxidase."	2	0.02	406.19	0.03	0.02	0.00	0.90	0.00	404.56	0.04	0.71	0.00
3.6.3.-	"Acting on acid anhydrides; catalyzing transmembrane movement of substances."	42	0.40	6107.76	0.39	647.48	0.50	1143.84	0.53	2591.40	0.28	1725.04	0.57
1.1.1.271	"GDP-L-fucose synthase."	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
2.4.1.129	"Peptidoglycan glycosyltransferase."	11	0.11	834.15	0.05	11.29	0.01	5.25	0.00	814.99	0.09	2.62	0.00
3.6.3.27	"Transferred entry: 7.3.2.1."	4	0.04	183.06	0.01	0.12	0.00	0.20	0.00	181.05	0.02	1.68	0.00
6.5.1.2	"DNA ligase (NAD(+))."	4	0.04	196.76	0.01	0.32	0.00	0.70	0.00	195.21	0.02	0.52	0.00
3.1.2.12	"S-formylglutathione hydrolase."	2	0.02	256.74	0.02	0.01	0.00	0.57	0.00	255.82	0.03	0.34	0.00
3.1.1.32	"Phospholipase A(1)."	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
1.8.2.3	"Sulfide-cytochrome-c reductase (flavocytochrome c)."	2	0.02	222.89	0.01	0.27	0.00	0.50	0.00	221.70	0.02	0.42	0.00
1.2.99.10	"4,4'-diapolycopenoate synthase."	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
2.3.1.1	"Amino-acid N-acetyltransferase."	5	0.05	458.16	0.03	14.13	0.01	6.25	0.00	434.30	0.05	3.48	0.00
2.8.5.2	"L-cysteine S-thiosulfotransferase."	2	0.02	222.89	0.01	0.27	0.00	0.50	0.00	221.70	0.02	0.42	0.00
1.1.1.133	"dTDP-4-dehydrorhamnose reductase."	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
2.7.1.49	"Hydroxymethylpyrimidine kinase."	4	0.04	464.01	0.03	0.04	0.00	0.92	0.00	462.32	0.05	0.73	0.00
2.1.1.37	"DNA (cytosine-5-)-methyltransferase."	1	0.01	64.16	0.00	0.77	0.00	0.81	0.00	61.40	0.01	1.17	0.00
2.6.99.2	"Pyridoxine 5'-phosphate synthase."	2	0.02	68.60	0.00	0.03	0.00	0.10	0.00	67.07	0.01	1.40	0.00
5.5.1.25	"3,6-anhydro-L-galactonate cycloisomerase."	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
1.5.-.-	"Acting on the CH-NH group of donors."	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
2.5.1.9	"Riboflavin synthase."	5	0.05	358.45	0.02	10.40	0.01	0.46	0.00	346.97	0.04	0.63	0.00
4.1.1.36 6.3.2.5	""	3	0.03	107.66	0.01	3.25	0.00	3.58	0.00	99.70	0.01	1.12	0.00
1.17.99.6	"Epoxyqueuosine reductase."	2	0.02	138.55	0.01	6.47	0.01	0.01	0.00	131.77	0.01	0.29	0.00
4.2.99.18	"DNA-(apurinic or apyrimidinic site) lyase."	2	0.02	289.11	0.02	0.01	0.00	0.50	0.00	288.16	0.03	0.44	0.00
5.3.3.8	"Delta(3)-Delta(2)-enoyl-CoA isomerase."	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
4.1.1.11	"Aspartate 1-decarboxylase."	2	0.02	91.76	0.01	0.13	0.00	0.25	0.00	91.25	0.01	0.13	0.00
